EnemyWeak#0,"""不要看對手弱小就大意了<br>別鬆懈！"""
IncidentFailure#98,"""什麼......"""
PSE#98,"""快來了嗎？"""
PSELevelUp#98,"""繼續吧！"""
PSEBurst#98,"""好耶，大成功！<br>一口氣堅持到最後吧！"""
HP30#98,"""很痛耶！"""
HP10#98,"""嗚嗚......真糟......"""
ItemRare#98,"""啊，那個很不錯耶！"""
DamageSmall#100,"""呀！"""
DamageMiddle#100,"""嗚嗚！"""
DamageLarge#100,"""呀啊！"""
Trap#98,"""是、是陷阱！？"""
ThankTrapRescue#98,"""謝、謝謝......"""
TrapRescueOther#96,"""要不要緊？"""
MemberDamaged#96,"""小心！"""
MemberDead#98,"""......不、不可饒恕！"""
AbilityExe#96,"""/toge 很好，越打越上手了！"""
AbilitySpecial#96,"""/toge 交給我吧！"""
Resurrect#96,"""我、我還可以繼續打！"""
PartyJoin#96,"""/ci1 1 放心交給我！"""
Marvelous#96,"""......真強"""
IncidentJsApcBegin#84,"""/ci2 1 啊，來得正好！<br>敵人數量有點多，打得好累<br>可以請你幫幫忙嗎？"""
IncidentJsApcFailure#84,"""嗚嗚......我不行了......<br>對不起，讓我先<br>撤退吧......"""
IncidentJsApcSuccess#84,"""/ci2 3 呼，總算是撐過去了......<br>我得向你道謝，你幫了我一個大忙。<br>那麼，下次見囉！"""
IncidentJsApcBeginEvo#64,"""/ci3 1 嗚哇......好像有種很不妙的<br>反應就在附近......<br>小心為上！"""
EnemyWeak#97,"""これぐらいの相手ならあたしでも……！"""
EnemyLarge#97,"""な、なんでそんなにおっきいのよっ！"""
EnemyBoss#97,"""逃げちゃダメだよね？"""
EnemyRare#97,"""あ、あれって珍しいヤツじゃない？"""
EnemyBoost#97,"""……な、なんかすごい迫力"""
DestroyEnemy1#97,"""やったっ！"""
DestroyEnemy2#97,"""倒した！\u3000……よね？"""
DestroyEnemy3#97,"""あたしだって<br>できるんだからね！"""
CondFreeze#97,"""冷たっ！"""
CondBurn#97,"""熱いってば！"""
CondShock#97,"""か、感電っ！？"""
CondPoison#97,"""く……これ、毒……？"""
CondPanic#97,"""なんかふらふら……"""
CondStan#97,"""う、動いてあたしの身体！"""
CondMirage#97,"""え、えっ、どこに敵が？"""
Die#101,"""まだ……あたし……"""
ThankHeal#99,"""ありがとう！"""
ThankBuff#97,"""補助、ありがと！"""
ThankCure#97,"""ふー、やっとスッキリしたよ"""
DefeatEnemy#97,"""なんとかしのげた……かな？"""
LevelUp#97,"""あっ、いいなぁ！"""
InvokeSkill1#85,"""やるだけやってみるっ！"""
InvokeSkill2#75,"""こうやればいいのよね！"""
InvokeSkill3#73,"""たしかこんな感じっ！"""
TechIce#45,"""足止めだけでも！"""
TechThunder#45,"""何も出来ないと思ったら大間違いよッ！"""
PBFull#97,"""いい加減にしなさいよ！"""
PBRelease#97,"""あたしを怒らせたわね！"""
TacticsFree#99,"""それじゃ自由にやるから！"""
TacticsGuard#99,"""身を守って！機会を待つの！"""
TacticsMassedAttack#99,"""みんなでやれば、必ず！"""
TacticsAttack#97,"""ひ、ひきつけるの？<br>仕方がないなぁ……"""
Avoid#97,"""どこ狙ってるの？"""
HealSelf#97,"""まだ死にたくないから！"""
BuffSelf#97,"""補助なしじゃ危ないからね"""
HealOther#97,"""大丈夫？\u3000回復するわ"""
BuffOther#97,"""ブーステッドっ！<br>これだけは得意なのよね、あたし"""
QuestStart1#97,"""行くわよー！"""
QuestStart2#69,"""一緒に頑張ろう<br><%me>"""
QuestEnd1#97,"""終わり、かな？"""
QuestEnd2#69,"""<%me>も<br>あたしも五体満足。<br>うん、よかったよかった！"""
IncidentStart#99,"""な、何が起こるの？"""
IncidentSuccess#99,"""やったっ！"""
IncidentFailure#99,"""ええーっ……"""
PSE#99,"""そろそろ来た？"""
PSELevelUp#99,"""続けていきましょう！"""
PSEBurst#99,"""やった、大成功！<br>ここから一気に頑張りましょう！"""
HP30#99,"""痛いってば！"""
HP10#99,"""うう……まっずい……"""
ItemRare#99,"""あ、それいいなぁ！"""
DamageSmall#101,"""きゃっ"""
DamageMiddle#101,"""ううっ"""
DamageLarge#101,"""きゃあっ！"""
Trap#99,"""わ、罠！？"""
ThankTrapRescue#99,"""あ、ありがとう……"""
TrapRescueOther#97,"""大丈夫？"""
MemberDamaged#97,"""気をつけて！"""
MemberDead#99,"""……ゆ、許さない！"""
AbilityExe#97,"""/toge よし、いい感じになってきた！"""
AbilitySpecial#97,"""/toge まかせて！"""
Resurrect#97,"""ま、まだいけるんだから！"""
PartyJoin#97,"""/ci1 1 まかせなさい！"""
Marvelous#97,"""……すっご"""
IncidentJsApcBegin#85,"""/ci2 1 もー、どうしてこういうときにゼノは<br>いないのよっ！\u3000……あっ、きみ！<br>いいところに、手伝って！"""
IncidentJsApcFailure#85,"""うう……これ以上はムリ……<br>ごめんなさい、あたしは先に<br>撤退させてもらうわね……"""
IncidentJsApcSuccess#85,"""/mn15 /ci2 3 ふう、なんとかなったぁ……<br>素直にありがとね、助かったよ。<br>それじゃ、またね！"""
IncidentJsApcBeginEvo#65,"""/mn18 /ci3 1 うわっ……なんか、やばそーな<br>反応がすっごい近くに……<br>気をつけましょう！"""
EnemyWeak#98,"""不要看對手弱小就大意了<br>別鬆懈！"""
EnemyLarge#98,"""沒事進化得這麼大一隻做什麼啊！"""
EnemyBoss#98,"""嘿，壓軸登場了是吧！"""
EnemyRare#98,"""哦，那傢伙是什麼啊<br>好像滿少見的耶？"""
EnemyBoost#98,"""......跟平常的傢伙<br>感覺不同，當心點"""
DestroyEnemy1#98,"""解決了！"""
DestroyEnemy2#98,"""下一個！"""
DestroyEnemy3#98,"""好，再來！"""
CondFreeze#98,"""好冷！"""
CondBurn#98,"""燙死啦！"""
CondShock#98,"""可惡，我麻痺了......"""
CondPoison#98,"""嘖......竟然中毒了......！"""
CondPanic#98,"""視野晃個不停......！"""
CondStan#98,"""身體竟然......不能動了！"""
CondMirage#98,"""我眼前模糊了......"""
Die#102,"""怎麼會這樣......"""
ThankHeal#100,"""多謝幫助！"""
ThankBuff#98,"""哦，謝啦！"""
ThankCure#98,"""唉......<br>這樣就能放心戰鬥了"""
DefeatEnemy#98,"""告一段落了吧？"""
LevelUp#98,"""你還有很大的成長空間"""
InvokeSkill1#86,"""用這招送你上西天！"""
InvokeSkill2#76,"""你的動作都被我猜透了！"""
InvokeSkill3#74,"""都被我看穿啦！"""
PBFull#98,"""是不是該表現一下了？"""
PBRelease#98,"""我要使出絕招了！"""
TacticsFree#100,"""我要照我的想法打了！"""
TacticsGuard#100,"""鞏固防禦，重新來過吧"""
TacticsMassedAttack#100,"""集中在一點上！"""
TacticsAttack#98,"""有膽就衝著我來！"""
Avoid#98,"""唉呦！"""
HealSelf#98,"""好險好險"""
BuffSelf#98,"""提高警覺上吧"""
HealOther#98,"""真是千鈞一髮"""
BuffOther#98,"""可別太大意了"""
QuestStart1#98,"""開始吧！"""
QuestStart2#70,"""好，上吧<br><%me>！"""
QuestEnd1#98,"""搞定！"""
QuestEnd2#70,"""結束了！<br>你也辛苦了！"""
IncidentStart#100,"""這就是所謂的意外狀況吧<br>哎，在戰場上常有的事！"""
IncidentSuccess#100,"""好耶！"""
IncidentFailure#100,"""唉呀......"""
PSE#100,"""開始了嗎！"""
PSELevelUp#100,"""繼續提升吧！"""
PSEBurst#100,"""好！<br>我也提振起精神上吧！"""
HP30#100,"""唉呀，好像受了不少損傷？"""
HP10#100,"""前衛果然不好幹啊......"""
ItemRare#100,"""哦，撿到好東西了耶！"""
DamageSmall#102,"""嗚！"""
DamageMiddle#102,"""嘖！"""
DamageLarge#102,"""嗚啊！"""
Trap#100,"""這裡怎麼會有個陷阱啊！"""
ThankTrapRescue#100,"""呼，真的幫了我大忙。"""
TrapRescueOther#98,"""喂，還好嗎？"""
MemberDamaged#98,"""要不要緊！"""
MemberDead#100,"""......好大的膽子！<br>竟敢在我面前撒野！！"""
AbilityExe#98,"""/toge 越打越順了！"""
AbilitySpecial#98,"""/toge 包在我身上！"""
Resurrect#98,"""......少得意忘形了"""
PartyJoin#98,"""/ci1 1 那麼，請多指教囉"""
Marvelous#98,"""身手不錯嘛！"""
IncidentJsApcBegin#86,"""/ci2 2 嗨，看你好像陷入苦戰了！<br>讓我來助你一臂之力吧！"""
IncidentJsApcFailure#86,"""唉呦，已經被打得這麼慘啦<br>這下有點麻煩了......<br>抱歉，我要收手了。"""
IncidentJsApcSuccess#86,"""/ci2 1 好，完成了！<br>也許是我多管閒事<br>算了，結果最重要啦"""
IncidentJsApcBeginEvo#66,"""/mn18 /ci2 1 哦，來了新面孔嗎。<br>有辦法阻止的了正乘著勢頭的我們嗎？"""
EnemyWeak#99,"""相手が弱くても油断は禁物だ<br>気を抜くなよ！"""
EnemyLarge#99,"""無駄に大きく進化しやがって！"""
EnemyBoss#99,"""ヘッ、真打ち登場ってとこだな！"""
EnemyRare#99,"""おっ、なんだあいつ<br>珍しいヤツなんじゃねえか？"""
EnemyBoost#99,"""……いつものヤツとは<br>雰囲気が違うぞ、気をつけろ"""
DestroyEnemy1#99,"""一丁あがり！"""
DestroyEnemy2#99,"""次行くぜ！"""
DestroyEnemy3#99,"""さあ次だ！"""
CondFreeze#99,"""寒っ！"""
CondBurn#99,"""熱っちゃあっ！"""
CondShock#99,"""くそっ、痺れが……"""
CondPoison#99,"""ちっ……毒かよ……！"""
CondPanic#99,"""視界が定まらねえ……！"""
CondStan#99,"""身体が動かねえ……だと！"""
CondMirage#99,"""目がかすみやがる……"""
Die#103,"""なんてこった……"""
ThankHeal#101,"""助かったぜ！"""
ThankBuff#99,"""おっ、サンキュな！"""
ThankCure#99,"""やれやれ……<br>これで心おきなく戦えるな"""
DefeatEnemy#99,"""これで一段落か？"""
LevelUp#99,"""まだまだ伸びるぜ、お前さんは"""
InvokeSkill1#87,"""こいつで終わりだ！"""
InvokeSkill2#77,"""狙い通りの動きだな！"""
InvokeSkill3#75,"""見え見えなんだよ！"""
PBFull#99,"""そろそろ見せ場ってところか？"""
PBRelease#99,"""奥の手、行くぜ！"""
TacticsFree#101,"""自由にやらせてもらうぜ！"""
TacticsGuard#101,"""防御を固めて仕切り直すか"""
TacticsMassedAttack#101,"""一点集中だ！"""
TacticsAttack#99,"""そら、こっちに来いよ！"""
Avoid#99,"""よっと！"""
HealSelf#99,"""危ねえ危ねえ"""
BuffSelf#99,"""油断せずに行くぜ"""
HealOther#99,"""危ないところだったな"""
BuffOther#99,"""あんまり油断するなよ"""
QuestStart1#99,"""はじめるか！"""
QuestStart2#71,"""おっしゃ、行こうぜ<br><%me>！"""
QuestEnd1#99,"""終わりっと！"""
QuestEnd2#71,"""終わりだな！<br>お前さんもお疲れ！"""
IncidentStart#101,"""不測の事態ってやつか<br>まあ、戦場にはつきものだ！"""
IncidentSuccess#101,"""よっしゃ！"""
IncidentFailure#101,"""あーっちゃあ……"""
PSE#101,"""始まったか！"""
PSELevelUp#101,"""さらに続けて行こうぜ！"""
PSEBurst#101,"""よっし！<br>こっちもテンション上げてくか！"""
HP30#101,"""おっと、結構食らったか？"""
HP10#101,"""これ以上はまずいな……"""
ItemRare#101,"""おっ、いいもん拾ったな！"""
DamageSmall#103,"""うっ"""
DamageMiddle#103,"""ちいっ"""
DamageLarge#103,"""ぐあっ"""
Trap#101,"""こんなところに罠かよ！"""
ThankTrapRescue#101,"""ふぃー、助かったぜ"""
TrapRescueOther#99,"""おい、大丈夫か？"""
MemberDamaged#99,"""大丈夫か！"""
MemberDead#101,"""……やりやがったな！<br>俺の目の前で！！"""
AbilityExe#99,"""/toge 調子が出てきたぜ！"""
AbilitySpecial#99,"""/toge 任せとけ！"""
Resurrect#99,"""……調子乗るなよ"""
PartyJoin#99,"""/ci1 1 んじゃ、よろしくな"""
Marvelous#99,"""いい動きだ！"""
IncidentJsApcBegin#87,"""/ci2 2 よっ、大丈夫か！<br>こんな格好で言うのもなんだが<br>手伝わせてもらうぜ！"""
IncidentJsApcFailure#87,"""っとと、ここまでか……<br>波に乗りきれなかった、って感じだな。<br>すまんが、一足先に帰還するぜ。"""
IncidentJsApcSuccess#87,"""/ci2 1 よっし、終了っと！<br>ま、こんなもんかな<br>終わりよければなんとやら、だ。"""
IncidentJsApcBeginEvo#67,"""/mn18 /ci2 1 お、新手が来るか。<br>ノッてるオレたちを止められるかな？"""
EnemyWeak#100,"""喂喂，膽子也太大了吧！<br>還是只是有勇無謀？"""
EnemyLarge#100,"""我最喜歡大塊頭了！<br>因為這樣才值得我打倒！"""
EnemyBoss#100,"""現在開始才是重頭戲！<br>我開始熱血沸騰了，呵哈哈哈哈！"""
EnemyRare#100,"""喔喔喔喔喔！<br>那傢伙可是超級稀奇的喔！"""
EnemyBoost#100,"""怎麼啦怎麼啦！<br>喂，有個怪傢伙來啦！<br>不過反正都是要打倒，沒差！"""
DestroyEnemy1#100,"""下一個下一個！"""
DestroyEnemy2#100,"""呵哈哈哈哈！<br>本大爺果然厲害！"""
DestroyEnemy3#100,"""贏了！"""
CondFreeze#100,"""雖然凍結了，不過沒差！<br>擺著自己也會好吧！"""
CondBurn#100,"""雖然燃燒了，不過沒差！<br>擺著自己也會好吧！"""
CondShock#100,"""雖然觸電了，不過沒差！<br>擺著自己也會好吧！"""
CondPoison#100,"""雖然中毒了，不過沒差！<br>擺著自己也會好吧！"""
CondPanic#100,"""雖然混亂了，不過沒差！<br>擺著自己也會好吧！"""
CondStan#100,"""雖然不能動了，不過沒差！<br>擺著自己也會好吧！"""
CondMirage#100,"""雖然看到幻覺了，不過沒差！<br>擺著自己也會好吧！"""
Die#104,"""本大爺竟然會......！？"""
ThankHeal#102,"""......謝謝！"""
ThankBuff#100,"""我現在狀況絕佳！"""
ThankCure#100,"""恢復最佳狀況！"""
DefeatEnemy#100,"""哼，太輕鬆了！"""
LevelUp#100,"""成長是最美的！"""
InvokeSkill1#88,"""逃不出我的手掌心的！"""
InvokeSkill2#78,"""哈－－哈哈哈！"""
InvokeSkill3#76,"""帥氣地解決吧！"""
PBFull#100,"""呵！<br>很熱血的場面嘛！"""
PBRelease#100,"""好耶，我熱血沸騰起來啦！"""
TacticsFree#102,"""我要照平時的作風行動了！"""
TacticsGuard#102,"""比起防禦，我比較喜歡進攻！"""
TacticsMassedAttack#102,"""這種作戰的確比較有效率！"""
TacticsAttack#100,"""我的名字是修伊！<br>有膽量的就別客氣<br>盡管衝著我來！\u3000哈哈哈！"""
Avoid#100,"""我看得一清二楚！"""
HealSelf#100,"""靠毅力恢復！"""
BuffSelf#100,"""靠氣勢輔助！"""
HealOther#100,"""你也靠毅力恢復吧！"""
BuffOther#100,"""讓這份輔助幫上你的忙吧！"""
QuestStart1#100,"""包在我身上！"""
QuestStart2#72,"""跟你搭檔，我的狀況總是很好！"""
QuestEnd1#100,"""結束了！"""
QuestEnd2#72,"""行動很機敏嘛！"""
IncidentStart#102,"""唔唔，好像要發生什麼事了！"""
IncidentSuccess#102,"""大成功啊！"""
IncidentFailure#102,"""我的實力還不夠......"""
PSE#102,"""唔，光子吵個不停！<br>看來要發生PSE了！"""
PSELevelUp#102,"""好，繼續提升吧！"""
PSEBurst#102,"""成功了！<br>到達最終階段了！"""
HP30#102,"""這點程度的傷，舔一舔就會好了！"""
HP10#102,"""死中求活！"""
ItemRare#102,"""哦，那個東西不錯耶！<br>拿去吧拿去吧！"""
DamageSmall#104,"""嗚！"""
DamageMiddle#104,"""什麼！"""
DamageLarge#104,"""嗚咕！"""
Trap#102,"""竟然用陷阱，太卑鄙了！"""
ThankTrapRescue#102,"""感謝！"""
TrapRescueOther#100,"""久等了！"""
MemberDamaged#100,"""交給我，你退後吧！"""
MemberDead#102,"""......我絕對不會放過你！"""
AbilityExe#100,"""/toge 我現在狀況絕佳！"""
AbilitySpecial#100,"""/toge 呵哈哈！\u3000包在我身上！"""
Resurrect#100,"""靠毅力復活！"""
PartyJoin#100,"""/ci1 1 收到！"""
Marvelous#100,"""就是這樣！"""
IncidentJsApcBegin#88,"""/toge /ci2 1 一感應到困擾的光子！<br>六芒均衡修伊，華麗登場！<br>接下來就交給我吧！"""
IncidentJsApcFailure#88,"""/toge /ci2 1 就算是六芒均衡，<br>一旦大意輕敵就會落得這副下場！<br>千萬不可以大意喔！<br>"""
IncidentJsApcSuccess#88,"""/toge /ci2 1 呵......想阻止我的話<br>就再帶一百倍的敵人來吧！"""
IncidentJsApcBeginEvo#68,"""/toge /mn36 /ci2 1 哦呀哦呀！ 這是這是！<br>好像來了一堆敵人的增員呢！<br>正合我意呢，放馬過來吧！"""
IncidentJsMultiApcBegin#30,"""/toge /ci2 1 /mn15 呵哈哈哈哈哈！<br>六芒均衡修伊！\u3000華麗登場！<br>好像被敵人包圍了，不過沒關係！"""
IncidentJsMultiApcSuccess#30,"""/toge /ci2 1 /mn15 很好很好，結束了吧！<br>那麼，前往下一個光子的所在之處<br>吧，克拉雷斯！"""
EnemyWeak#101,"""おいおい、怖い者知らずだな！<br>無謀なだけなのか？"""
