No00001#0,"""Inner"""
No10150#5,"""二重デフォルメまつげ\u3000黒"""
No10151#3,"""二重デフォルメまつげ\u3000紺"""
No10152#3,"""二重デフォルメまつげ\u3000茶"""
No10153#3,"""二重デフォルメまつげ\u3000白"""
No10160#5,"""下まつげ\u3000黒"""
No10161#3,"""下まつげ\u3000紺"""
No10162#3,"""下まつげ\u3000茶"""
No10163#3,"""下まつげ\u3000白"""
No00002#7,"""タイプA\u3000白"""
No00003#7,"""タイプB\u3000白"""
No10003#5,"""タイプC\u3000白"""
No10004#5,"""タイプD\u3000白"""
No10005#5,"""タイプE\u3000白"""
No10013#3,"""タイプＦ\u3000白"""
No10014#3,"""タイプＧ\u3000白"""
No10015#3,"""タイプＨ\u3000白"""
No10023#5,"""タイプＩ\u3000白"""
No10024#5,"""タイプＪ\u3000白"""
No10025#5,"""タイプＫ\u3000白"""
No10033#5,"""タイプＬ\u3000白"""
No10034#1,"""タイプＭ\u3000白"""
No10035#1,"""タイプＮ\u3000白"""
No00000#14,"""Type A1"""
No00001#12,"""Type A2"""
No00002#8,"""Type A3"""
No00010#10,"""Type B1"""
No00011#6,"""Type B2"""
No00012#8,"""Type B3"""
No00020#12,"""Type C1"""
No00021#10,"""Type C2"""
No00022#10,"""Type C3"""
No55000#2,"""Type A1"""
No55001#0,"""Type A2"""
No55002#0,"""Type A3"""
No55010#2,"""Type B1"""
No55011#0,"""Type B2"""
No55012#0,"""Type B3"""
No20000#0,"""Test A1"""
No00100#8,"""Type Deuman 1"""
No00101#8,"""Type Deuman 2"""
No00102#8,"""Type Deuman 3"""
No00050#6,"""Cat Eyes Large"""
No00051#2,"""Cat Eyes Small"""
No00040#8,"""Star Contact Lens Large"""
No00041#2,"""Star Contact Lens Small"""
No00060#8,"""Oblong Pupil Large"""
No00061#4,"""Oblong Pupil Small"""
No00110#6,"""Black Cross Eyes Large"""
No00111#4,"""Black Cross Eyes Small"""
No00120#8,"""White Cross Eyes Large"""
No00121#4,"""White Cross Eyes Small"""
No00130#4,"""No Highlights Large"""
No00131#4,"""No Highlights Small"""
No00140#4,"""Anime Oblong Pupil Large"""
No00141#2,"""Anime Oblong Pupil Small"""
No00150#6,"""Concentric Circle Eye Big"""
No00151#2,"""Concentric Circle Eye Small"""
No00160#6,"""Inversion Big"""
No00161#2,"""Inversion Small"""
No00170#4,"""Burning Eye Big"""
No00171#4,"""Burning Eye Small"""
No00180#6,"""Horizontal Eyes Large"""
No00181#4,"""Horizontal Eyes Small"""
No00030#6,"""Twinkle Eye Large"""
No00031#6,"""Twinkle Eye Small"""
No00210#8,"""Low Highlights Large"""
No00211#6,"""Low Highlights Small"""
No00200#6,"""Heart Eye Large"""
No00201#4,"""Heart Eye Small"""
No00220#12,"""No Highlight Eyes B Large"""
No00221#10,"""No Highlight Eyes B Small"""
No00062#4,"""Vertical Eyes Extra Large"""
No00063#4,"""Vertical Eyes Extra Small"""
No00230#10,"""Round Eyes A Extra Small"""
No00013#6,"""Round Eyes B Extra Small"""
No00240#10,"""Huge Highlight Eyes Large"""
No00241#6,"""Huge Highlight Eyes Small"""
No00023#4,"""Round Eyes C Extra Small"""
No00245#4,"""Horizontal Highlights Eyes Large"""
No00246#0,"""Horizontal Highlights Eyes Small"""
No00132#4,"""No Highlight Extra Small"""
No00142#2,"""Anime-style Pupil Extra Small"""
No00152#2,"""Concentric Eyes Extra Small"""
No00000#15,"""タイプA\u30001"""
No00001#13,"""タイプA\u30002"""
No00002#9,"""タイプA\u30003"""
No00010#11,"""タイプB\u30001"""
No00011#7,"""タイプB\u30002"""
No00012#9,"""タイプB\u30003"""
No00020#13,"""タイプC\u30001"""
No00021#11,"""タイプC\u30002"""
No00022#11,"""タイプC\u30003"""
No55000#3,"""タイプA\u30001"""
No55001#1,"""タイプA\u30002"""
No55002#1,"""タイプA\u30003"""
No55010#3,"""タイプB\u30001"""
No55011#1,"""タイプB\u30002"""
No55012#1,"""タイプB\u30003"""
No20000#1,"""テストA\u30001"""
No00100#9,"""タイプ\u3000デューマン\u3000１"""
No00101#9,"""タイプ\u3000デューマン\u3000２"""
No00102#9,"""タイプ\u3000デューマン\u3000３"""
No00050#7,"""ネコ目\u3000大"""
No00051#3,"""ネコ目\u3000小"""
No00040#9,"""スターコンタクト\u3000大"""
No00041#3,"""スターコンタクト\u3000小"""
No00060#9,"""縦長瞳\u3000大"""
No00061#5,"""縦長瞳\u3000小"""
No00110#7,"""ブラッククロスアイ\u3000大"""
No00111#5,"""ブラッククロスアイ\u3000小"""
No00120#9,"""ホワイトクロスアイ\u3000大"""
No00121#5,"""ホワイトクロスアイ\u3000小"""
No00130#5,"""ハイライトなし\u3000大"""
No00131#5,"""ハイライトなし\u3000小"""
No00140#5,"""アニメ風瞳\u3000大"""
No00141#3,"""アニメ風瞳\u3000小"""
No00150#7,"""同心円瞳\u3000大"""
No00151#3,"""同心円瞳\u3000小"""
No00160#7,"""ダークアイ 大"""
No00161#3,"""ダークアイ 小"""
No00170#5,"""バーニングアイ\u3000大"""
No00171#5,"""バーニングアイ\u3000小"""
No00180#7,"""横長瞳\u3000大"""
No00181#5,"""横長瞳\u3000小"""
No00030#7,"""トゥインクルアイ\u3000大"""
No00031#7,"""トゥインクルアイ\u3000小"""
No00210#9,"""ハイライト下\u3000大"""
No00211#7,"""ハイライト下\u3000小"""
No00200#7,"""ハートアイ\u3000大"""
No00201#5,"""ハートアイ\u3000小"""
No00220#13,"""ハイライトなしＢ\u3000大"""
No00221#11,"""ハイライトなしＢ\u3000小"""
No00062#5,"""縦長瞳\u3000特大"""
No00063#5,"""縦長瞳\u3000極小"""
No00230#11,"""丸瞳Ａ\u3000極小"""
No00013#7,"""丸瞳Ｂ\u3000極小"""
No00240#11,"""特大ハイライト目\u3000大"""
No00241#7,"""特大ハイライト目\u3000小"""
No00023#5,"""丸瞳Ｃ\u3000極小"""
No00245#5,"""横長ハイライト目\u3000大"""
No00246#1,"""横長ハイライト目\u3000小"""
No00132#5,"""ハイライト無し\u3000極小"""
No00142#3,"""アニメ風瞳\u3000極小"""
No00152#3,"""同心円瞳\u3000極小"""
No00000#16,"""None"""
No00001#14,"""Chest Hair"""
No00002#10,"""Tattoos"""
No00003#8,"""Chest Scar"""
No00004#4,"""Underarmor"""
No00005#4,"""Handwraps"""
No20010#0,"""Deuman Skin Black"""
No20011#0,"""Deuman Skin Gray"""
No20012#0,"""Deuman Skin White"""
No10000#6,"""None"""
No10002#6,"""Suntan"""
No10003#6,"""Kneehighs"""
No10004#6,"""Underarmor"""
No10005#6,"""Tattoos"""
No10006#4,"""Garter & Stockings"""
No30010#0,"""Deuman Skin Black"""
No30011#0,"""Deuman Skin Gray"""
No30012#0,"""Deuman Skin White"""
No10010#8,"""Thigh-high Socks Black"""
No10011#8,"""Thigh-high Socks Red"""
No10012#6,"""Thigh-high Socks White"""
No10020#10,"""Slit Knee Socks Black"""
No10021#8,"""Slit Knee Socks Brown"""
No10022#4,"""Slit Knee Socks White"""
No10030#4,"""Laced Knee Socks Black"""
No10031#6,"""Laced Knee Socks Pink"""
No10032#4,"""Laced Knee Socks White"""
No10040#6,"""Ribbon Knee Socks Black"""
No10041#6,"""Ribbon Knee Socks Red"""
No10042#6,"""Ribbon Knee Socks White"""
No10140#6,"""Slitted Socks & Gloves Black"""
No10141#4,"""Slitted Socks & Gloves Brown"""
No10142#4,"""Slitted Socks & Gloves White"""
No10150#6,"""Lace Socks & Gloves Black"""
No10151#4,"""Lace Socks & Gloves Pink"""
No10152#4,"""Lace Socks & Gloves White"""
No10160#6,"""Ribbon Socks and Gloves Black"""
No10161#4,"""Ribbon Socks and Gloves Red"""
No10162#4,"""Ribbon Socks and Gloves White"""
No10170#4,"""High-laced Socks and Gloves Black"""
No10171#2,"""High-laced Socks and Gloves Red"""
No10172#2,"""High-laced Socks and Gloves White"""
No00020#14,"""Shoulder Wings M"""
No00030#8,"""Pirates M Tattoo A"""
No00031#8,"""Pirates M Tattoo B"""
No00040#10,"""Pirates M Tattoo C"""
No00041#4,"""Pirates M Tattoo D"""
No00050#8,"""Voldra Tattoo M"""
No00060#10,"""Agnis Tattoo M"""
No10190#4,"""Shoulder Wings F"""
No10200#6,"""Breast Wings F"""
No10210#6,"""Waist Wings F"""
No10220#2,"""Blue Neck Butterfly"""
No10221#2,"""Pink Neck Butterfly"""
No10230#4,"""Blue Breast Butterfly"""
No10231#0,"""Pink Breast Butterfly"""
No10240#6,"""Blue Waist Butterfly"""
No10241#6,"""Pink Waist Butterfly"""
No10250#6,"""Pirates F Tattoo A"""
No10251#4,"""Pirates F Tattoo B"""
No10270#4,"""Voldra Tattoo F"""
No10280#4,"""Agnis Tattoo F"""
No00080#6,"""Bal Lodos Tattoo"""
No10300#2,"""Fishnet Tights"""
No00070#8,"""Fingerless Gloves M Black"""
No00071#2,"""Fingerless Gloves M Red"""
No00072#2,"""Fingerless Gloves M White"""
No10290#4,"""Fingerless Gloves F Black"""
No10291#4,"""Fingerless Gloves F Red"""
No10292#4,"""Fingerless Gloves F White"""
No10340#0,"""Checkered Tights Black"""
No10341#4,"""Checkered Tights Purple"""
No10330#0,"""Rappy Tights"""
No10320#0,"""Fishnet Rappy Tights"""
No10350#4,"""Striped Tights White"""
No10351#4,"""Striped Tights Red"""
No10352#4,"""Stripe Tights Pink"""
No10353#4,"""Stripe Tights Blue"""
No00100#10,"""X-Ray Paint M"""
No10360#0,"""X-Ray Paint F"""
No00110#8,"""Blaze Paint M Blue"""
No00111#6,"""Blaze Paint M Purple"""
No00112#2,"""Blaze Paint M Red"""
No10370#4,"""Blaze Paint F Blue"""
No10371#4,"""Blaze Paint F Purple"""
No10372#4,"""Blaze Paint F Red"""
No10380#4,"""Lagomite Fishnet Tights"""
No10390#4,"""Lagomite Tights"""
No10400#4,"""Camouflage Long Tights Green"""
No10401#4,"""Camouflage Long Tights Grey """
No00090#6,"""Shoulder Tatoo M"""
No10310#4,"""Shoulder Tattoo F"""
No10450#0,"""Bulky Tights Black"""
No10451#0,"""Bulky Tights White"""
No10452#0,"""Bulky Tights Purple"""
No10453#0,"""Bulky Tights Red"""
No10430#2,"""Stockings Black"""
No10431#2,"""Stockings White"""
No10410#4,"""Vertical Stripe Tights White/Black"""
No10411#4,"""Vertical Stripe Tights Purple/Black"""
No00130#6,"""Dengeki Socks"""
No10460#4,"""Dengeki Thigh High"""
No10440#2,"""Long Leopard Tights Yellow"""
No10441#2,"""Long Leopard Tights White"""
No10470#4,"""Ogre Tights & Gloves"""
No10480#2,"""Ogre Tights"""
No00140#6,"""Ogre Tattoo"""
No00120#10,"""Full Body Tights M Red"""
No00121#6,"""Full Body Tights M Blue"""
No00122#4,"""Full Body Tights M Green"""
No10420#2,"""Full Body Tights F Red"""
No10421#2,"""Full Body Tights F Blue"""
No10422#2,"""Full Body Tights F Green"""
No10520#2,"""Long Fishnet Tights Black"""
No10521#2,"""Long Fishnet Tights White"""
No10510#0,"""Sato Tights"""
No10500#4,"""Sato Fishnet Tights"""
No10490#0,"""Garter & White Tights"""
No10530#2,"""School Tights"""
No10301#2,"""Fishnet Tights White"""
No10550#4,"""Polka Dot Skeleton Tights Black"""
No10560#0,"""Polka Dot Skeleton Tights White"""
No10581#4,"""Star Skeleton Tights White"""
No10580#4,"""Star Skeleton Tights Black"""
No10620#2,"""Sakuya Tights & Gloves"""
No00150#8,"""Socks & Gloves M White"""
No00151#4,"""Socks & Gloves M Black"""
No10590#4,"""Socks & Gloves F White"""
No10591#4,"""Socks & Gloves F Black"""
No00160#8,"""Socks M White"""
No00161#4,"""Socks M Black"""
No10600#4,"""Socks F White"""
No10601#4,"""Socks F Black"""
No10640#4,"""Race leggings Black"""
No10641#4,"""Race leggings Brown"""
No00171#6,"""Red Rose Tattoo M"""
No00170#6,"""Purple Rose Tattoo M"""
No10611#0,"""Red Rose Tattoo F"""
No10610#4,"""Purple Rose Tattoo F"""
No00200#8,"""Anchor Tattoo M"""
No10670#4,"""Anchor Tattoo F"""
No00180#8,"""School Tights M White"""
No00181#6,"""School Tights M Black"""
No10650#4,"""School Tights F White"""
No10651#4,"""School Tights F Black"""
No10630#4,"""Damaged Tights"""
No00000#17,"""なし"""
No00001#15,"""胸毛"""
No00002#11,"""タトゥー"""
No00003#9,"""胸のキズ"""
No00004#5,"""アンダーアーマー"""
No00005#5,"""バンデージ"""
No20010#1,"""デューマンスキン\u3000黒"""
No20011#1,"""デューマンスキン\u3000灰"""
No20012#1,"""デューマンスキン\u3000白"""
No10000#7,"""なし"""
No10002#7,"""日焼け跡"""
No10003#7,"""ニーソックス"""
No10004#7,"""アンダーアーマー"""
No10005#7,"""タトゥー"""
No10006#5,"""ガーター＆ストッキング"""
No30010#1,"""デューマンスキン\u3000黒"""
No30011#1,"""デューマンスキン\u3000灰"""
No30012#1,"""デューマンスキン\u3000白"""
No10010#9,"""サイハイソックス黒"""
No10011#9,"""サイハイソックス赤"""
No10012#7,"""サイハイソックス白"""
No10020#11,"""スリット入りソックス黒"""
No10021#9,"""スリット入りソックス茶"""
No10022#5,"""スリット入りソックス白"""
No10030#5,"""レース付ニーソックス黒"""
No10031#7,"""レース付ニーソックス桃"""
No10032#5,"""レース付ニーソックス白"""
No10040#7,"""リボンニーソックス黒"""
No10041#7,"""リボンニーソックス赤"""
No10042#7,"""リボンニーソックス白"""
No10140#7,"""スリットソックス＆手袋黒"""
No10141#5,"""スリットソックス＆手袋茶"""
No10142#5,"""スリットソックス＆手袋白"""
No10150#7,"""レース付ソックス＆手袋黒"""
No10151#5,"""レース付ソックス＆手袋桃"""
No10152#5,"""レース付ソックス＆手袋白"""
No10160#7,"""リボンソックス＆手袋黒"""
No10161#5,"""リボンソックス＆手袋赤"""
No10162#5,"""リボンソックス＆手袋白"""
No10170#5,"""編み上げソックス＆手袋黒"""
No10171#3,"""編み上げソックス＆手袋赤"""
No10172#3,"""編み上げソックス＆手袋白"""
No00020#15,"""ショルダーウィングＭ"""
No00030#9,"""パイレーツＭタトゥーＡ"""
No00031#9,"""パイレーツＭタトゥーＢ"""
No00040#11,"""パイレーツＭタトゥーＣ"""
No00041#5,"""パイレーツＭタトゥーＤ"""
No00050#9,"""ヴォルドラタトゥーＭ"""
No00060#11,"""アギニスタトゥーＭ"""
No10190#5,"""ショルダーウィングＦ"""
No10200#7,"""ブレストウィングＦ"""
No10210#7,"""ウェストウィングＦ"""
No10220#3,"""ブルーネックバタフライ"""
No10221#3,"""ピンクネックバタフライ"""
No10230#5,"""ブルーブレストバタフライ"""
No10231#1,"""ピンクブレストバタフライ"""
No10240#7,"""ブルーウェストバタフライ"""
No10241#7,"""ピンクウェストバタフライ"""
No10250#7,"""パイレーツＦタトゥーＡ"""
No10251#5,"""パイレーツＦタトゥーＢ"""
No10270#5,"""ヴォルドラタトゥーＦ"""
No10280#5,"""アギニスタトゥーＦ"""
No00080#7,"""バル・ロドスタトゥー"""
No10300#3,"""網タイツ"""
No00070#9,"""指ぬきグローブＭ\u3000黒"""
No00071#3,"""指ぬきグローブＭ\u3000赤"""
No00072#3,"""指ぬきグローブＭ\u3000白"""
No10290#5,"""指ぬきグローブＦ\u3000黒"""
No10291#5,"""指ぬきグローブＦ\u3000赤"""
No10292#5,"""指ぬきグローブＦ\u3000白"""
No10340#1,"""チェック柄タイツ黒"""
No10341#5,"""チェック柄タイツ紫"""
No10330#1,"""ラッピータイツ"""
No10320#1,"""網ラッピータイツ"""
No10350#5,"""縞タイツ白"""
No10351#5,"""縞タイツ赤"""
No10352#5,"""縞タイツピンク"""
No10353#5,"""縞タイツ青"""
No00100#11,"""レントゲンペイントＭ"""
No10360#1,"""レントゲンペイントＦ"""
No00110#9,"""ブレイズペイントＭ\u3000青"""
No00111#7,"""ブレイズペイントＭ\u3000紫"""
No00112#3,"""ブレイズペイントＭ\u3000赤"""
No10370#5,"""ブレイズペイントＦ\u3000青"""
No10371#5,"""ブレイズペイントＦ\u3000紫"""
No10372#5,"""ブレイズペイントＦ\u3000赤"""
No10380#5,"""網リリーパタイツ"""
No10390#5,"""リリーパタイツ"""
No10400#5,"""迷彩ロングタイツ緑"""
No10401#5,"""迷彩ロングタイツ灰"""
No00090#7,"""ショルダータトゥーＭ"""
No10310#5,"""ショルダータトゥーＦ"""
No10450#1,"""バルキータイツ黒"""
No10451#1,"""バルキータイツ白"""
No10452#1,"""バルキータイツ紫"""
No10453#1,"""バルキータイツ赤"""
No10430#3,"""ストッキング黒"""
No10431#3,"""ストッキング白"""
No10410#5,"""縦縞タイツ白／黒"""
No10411#5,"""縦縞タイツ紫／黒"""
No00130#7,"""電撃ソックス"""
No10460#5,"""電撃サイハイ"""
No10440#3,"""豹柄ロングタイツ黄"""
No10441#3,"""豹柄ロングタイツ白"""
No10470#5,"""オウガタイツ＆手袋"""
No10480#3,"""オウガタイツ"""
No00140#7,"""オウガタトゥー"""
No00120#11,"""全身タイツＭ\u3000赤"""
No00121#7,"""全身タイツＭ\u3000青"""
No00122#5,"""全身タイツＭ\u3000緑"""
No10420#3,"""全身タイツＦ\u3000赤"""
No10421#3,"""全身タイツＦ\u3000青"""
No10422#3,"""全身タイツＦ\u3000緑"""
No10520#3,"""ロング網タイツ黒"""
No10521#3,"""ロング網タイツ白"""
No10510#1,"""シャトタイツ"""
No10500#5,"""シャト網タイツ"""
No10490#1,"""ガーター＆白タイツ"""
No10530#3,"""スクールタイツ"""
No10301#3,"""網タイツ白"""
No10550#5,"""水玉スケルトンタイツ黒"""
No10560#1,"""水玉スケルトンタイツ白"""
No10581#5,"""星柄スケルトンタイツ白"""
No10580#5,"""星柄スケルトンタイツ黒"""
No10620#3,"""サクヤ・タイツ＆手袋"""
No00150#9,"""足袋＆手袋Ｍ\u3000白"""
No00151#5,"""足袋＆手袋Ｍ\u3000黒"""
No10590#5,"""足袋＆手袋Ｆ\u3000白"""
No10591#5,"""足袋＆手袋Ｆ\u3000黒"""
No00160#9,"""足袋Ｍ\u3000白"""
No00161#5,"""足袋Ｍ\u3000黒"""
No10600#5,"""足袋Ｆ\u3000白"""
No10601#5,"""足袋Ｆ\u3000黒"""
No10640#5,"""レースレギンス黒"""
No10641#5,"""レースレギンス茶"""
No00171#7,"""レッドローズタトゥーＭ"""
No00170#7,"""パープルローズタトゥーＭ"""
No10611#1,"""レッドローズタトゥーＦ"""
No10610#5,"""パープルローズタトゥーＦ"""
No00200#9,"""アンカータトゥーＭ"""
No10670#5,"""アンカータトゥーＦ"""
No00180#9,"""スクールタイツＭ\u3000白"""
No00181#7,"""スクールタイツＭ\u3000黒"""
No10650#5,"""スクールタイツＦ\u3000白"""
No10651#5,"""スクールタイツＦ\u3000黒"""
No10630#5,"""ダメージタイツ"""
No00001#16,"""Type A"""
No10001#8,"""Type B"""
No10011#10,"""Type C"""
No10021#10,"""Type D"""
No10031#8,"""Type E"""
No10041#8,"""Type F"""
No10051#4,"""Type G"""
No10061#6,"""Type H"""
No10071#6,"""Type I"""
No10081#4,"""Type J"""
No10091#6,"""Type K"""
No10101#6,"""Type L"""
No10111#2,"""Type M"""
No10121#2,"""Type N"""
No10131#4,"""Type O"""
No10141#6,"""Type P"""
No00011#8,"""Thin Shaved Eyebrows"""
No00021#12,"""Unibrow"""
No19991#0,"""No Eyebrows"""
No10151#6,"""Thick Eyebrows"""
No10161#6,"""Mini Eyebrows"""
No10171#4,"""Split Eyebrows"""
No10181#4,"""Straight Eyebrows"""
No10191#4,"""Straight Eyebrows B"""
No10201#4,"""Multiple Eyebrows"""
No10211#4,"""Hot-Blooded Eyebrows"""
No10221#4,"""Fine Straight Eyebrows"""
No10231#2,"""Fine Straight Eyebrows B"""
No10251#6,"""Fine Troubled Eyebrows"""
No00001#17,"""タイプA"""
No10001#9,"""タイプB"""
No10011#11,"""タイプC"""
No10021#11,"""タイプD"""
No10031#9,"""タイプE"""
No10041#9,"""タイプF"""
No10051#5,"""タイプG"""
No10061#7,"""タイプH"""
No10071#7,"""タイプI"""
No10081#5,"""タイプJ"""
No10091#7,"""タイプK"""
No10101#7,"""タイプL"""
No10111#3,"""タイプM"""
No10121#3,"""タイプN"""
No10131#5,"""タイプO"""
No10141#7,"""タイプP"""
No00011#9,"""麻呂まゆ"""
No00021#13,"""つながりまゆ"""
No19991#1,"""まゆなし"""
No10151#7,"""ふとまゆ"""
No10161#7,"""ミニまゆ"""
No10171#5,"""二股まゆ"""
No10181#5,"""ストレートまゆ"""
No10191#5,"""ストレートまゆＢ"""
No10201#5,"""多重まゆ"""
No10211#5,"""熱血まゆ"""
No10221#5,"""細ストレートまゆ"""
No10231#3,"""細ストレートまゆＢ"""
No10251#7,"""細困りまゆ"""
11_voice_man00#0,"""No Voice"""
11_voice_man01#0,"""Simple Voice 01"""
11_voice_man02#0,"""Simple Voice 02"""
11_voice_man03#0,"""Simple Voice 03"""
11_voice_man04#0,"""Simple Voice 04"""
11_voice_man05#0,"""Simple Voice 05"""
11_voice_man06#0,"""Simple Voice 06"""
11_voice_man07#0,"""Simple Voice 07"""
11_voice_man08#0,"""Simple Voice 08"""
11_voice_man09#0,"""Simple Voice 09"""
11_voice_man10#0,"""Simple Voice 10"""
11_voice_man11#0,"""Simple Voice 11"""
11_voice_man12#0,"""Simple Voice 12"""
11_voice_man13#0,"""Simple Voice 13"""
11_voice_man14#0,"""Simple Voice 14"""
11_voice_man15#0,"""Simple Voice 15"""
11_voice_man16#0,"""Simple Voice 16"""
11_voice_man17#0,"""Simple Voice 17"""
