EnemyWeak#0,"""こ、このぐらいの敵なら<br>わたしでもなんとか……"""
MemberDamaged#57,"""出しゃばるんじゃねえよ！"""
MemberDead#57,"""だから言っただろうが！<br>……クソッ！"""
AbilityExe#57,"""おら、どいつから消えてーんだ？"""
AbilitySpecial#56,"""全部まとめて吹っ飛ばしてやるよ！"""
Resurrect#57,"""やってくれんじゃねえか、ゴミムシが！"""
PartyJoin#57,"""/ci1 1 助けてやってもいいぞ"""
Marvelous#57,"""ふん、まあまあやるな"""
IncidentJsApcBegin#53,"""/ci1 1 おっ、良いところに来たじゃねーか！<br>雑魚散らししてんだ、手伝えよ！"""
IncidentJsApcFailure#53,"""ふざけんじゃねえ……この俺様が……<br>……ッ、付き合ってられるか！<br>俺様は先に帰らせてもらう！"""
IncidentJsApcSuccess#53,"""/ci1 2 俺様もいるんだ。<br>このぐらい当然の結果だろ？<br>じゃあな！"""
IncidentJsApcBeginEvo#53,"""/ci1 2 これで終わり……じゃねえのか。<br>全く、雑魚がうじゃうじゃと……！"""
EnemyWeak#58,"""ふっ……雑兵のお出ましか"""
EnemyLarge#58,"""無為なる巨体を持ちしものか"""
EnemyBoss#58,"""この気配……ヤツか！"""
EnemyRare#58,"""これは……！<br>希少なる存在を感じるぞ！"""
EnemyBoost#58,"""なんたる禍々しき気配……！"""
DestroyEnemy1#58,"""まずは一つ！"""
DestroyEnemy2#58,"""我が道を阻むものに<br>容赦はしない！"""
DestroyEnemy3#55,"""これが、永遠の別離だ"""
CondFreeze#58,"""氷瀑の結界か……！"""
CondBurn#58,"""獄炎の蝕か……！"""
CondShock#58,"""雷鎖の戒めか……！"""
CondPoison#58,"""深毒の針か……！"""
CondPanic#58,"""壊乱の階か……！"""
CondStan#58,"""束縛の網か……！"""
CondMirage#58,"""夢幻の迷路か……！"""
Die#58,"""紡がれていた力が……<br>崩れる……"""
ThankHeal#58,"""恩に着る！"""
ThankBuff#58,"""助かる！"""
ThankCure#58,"""手間をかけたな！"""
DefeatEnemy#58,"""一時の平和は紡がれた……<br>次なる戦地へと赴こうではないか"""
LevelUp#58,"""……更に強くなったか"""
InvokeSkill1#54,"""斬！"""
InvokeSkill2#52,"""これが、終焉だ"""
InvokeSkill3#52,"""滅びを授けよう！"""
PBFull#58,"""戯れは、終焉を迎える……"""
PBRelease#58,"""我が朋友よ！呼び声に応え、現れよ！"""
Avoid#58,"""ふっ……"""
HealSelf#58,"""一手届かなかったな"""
BuffSelf#58,"""世界の加護を受けようぞ"""
HealOther#58,"""安寧を授ける！"""
BuffOther#58,"""力の供与を！"""
QuestStart1#58,"""いざ、終わりなき冒険へ……！"""
QuestEnd1#58,"""さらなる高みを目指そうぞ！"""
IncidentStart#58,"""世界の歪みを……感じる！"""
IncidentSuccess#58,"""歪みは断てたようだな！"""
IncidentFailure#58,"""なんたる無様……！"""
PSE#58,"""フォトンが……啼いている！"""
PSELevelUp#58,"""応えたか……俺達の想いに！"""
PSEBurst#58,"""聞こえるぞ……世界の歓喜が！"""
HP30#58,"""窮地にこそ活がある！"""
HP10#58,"""くっ……<br>黄泉からの誘いが聞こえる……"""
ItemRare#58,"""貴重なる遺物だな"""
DamageSmall#58,"""ちっ"""
DamageMiddle#58,"""ぐうっ！"""
DamageLarge#58,"""やるなっ！"""
Trap#58,"""姑息なっ！"""
ThankTrapRescue#58,"""感謝の言葉もない！"""
TrapRescueOther#58,"""油断は禁物だ"""
MemberDamaged#58,"""無理をするな"""
MemberDead#58,"""……赦しはしない"""
AbilityExe#58,"""何人も俺を止められない！"""
AbilitySpecial#57,"""今の俺を止められると思うな！"""
Resurrect#58,"""……終焉の刻は、まだ先のようだ"""
PartyJoin#58,"""/toge /ci2 1 悠久なる冒険へと旅立とう！"""
Marvelous#58,"""見事だ！"""
IncidentJsApcBegin#54,"""/toge /ci2 1 おおっ、そこな我が同士！<br>共にこの戦いを乗り切ろうではないか！"""
IncidentJsApcFailure#54,"""なんたる無様……なんと無念な……<br>すまない、先に退く！"""
IncidentJsApcSuccess#54,"""/toge /ci2 1 助かった、礼を言う！<br>これこそが、協力の醍醐味だな！"""
IncidentJsApcBeginEvo#54,"""/ci5 2 これで終わり……？<br>いや、新手の気配か……！"""
EnemyWeak#59,"""よーし、まとめて<br>やっちゃいますか！"""
EnemyLarge#59,"""で、でかいな……"""
EnemyBoss#59,"""強敵登場、ってとこか！"""
EnemyRare#59,"""ん？\u3000あれ、なんだ？<br>なんか珍しいのがいる。"""
EnemyBoost#59,"""こいつ……何か違う！"""
DestroyEnemy1#59,"""よしっ！"""
DestroyEnemy2#59,"""やったっ！"""
DestroyEnemy3#56,"""どんなもんだっ！"""
CondFreeze#59,"""げっ、凍結か！"""
CondBurn#59,"""うわっ、燃焼！？"""
CondShock#59,"""し、しびびびれてててて……"""
CondPoison#59,"""ぐっ……毒かよ……！"""
CondPanic#59,"""頭がぐわんぐわんする……"""
CondStan#59,"""か、身体が動かない……ッ！"""
CondMirage#59,"""な、なんだ、視界が……！"""
Die#59,"""あーあ、やられちゃったか……"""
ThankHeal#59,"""ありがとう！"""
ThankBuff#59,"""サンキューな！"""
ThankCure#59,"""ふー、助かった……！"""
DefeatEnemy#59,"""これで全部だよな！"""
LevelUp#59,"""おめでとう！"""
InvokeSkill1#55,"""くらえーっ！"""
InvokeSkill2#53,"""こいつでどうだっ！"""
InvokeSkill3#53,"""これでどう！"""
TechFire#22,"""いけっ！"""
TechIce#21,"""これでどう！"""
TechThunder#23,"""これならっ！"""
TechWind#20,"""させるかよっ！"""
TechLight#23,"""くらえーっ！"""
TechDark#21,"""こいつでどうだっ！"""
PBFull#59,"""好き勝手しすぎだろ！"""
PBRelease#59,"""おぉ……いい感じじゃん！"""
Avoid#59,"""はっ！"""
HealSelf#59,"""危ない危ない！"""
BuffSelf#59,"""補助も重要、っと"""
HealOther#59,"""危ないよ！"""
BuffOther#59,"""助け合わないと！"""
QuestStart1#59,"""よーっし、頑張るぞ！"""
QuestEnd1#59,"""ふー、なんとかクリアできたか"""
IncidentStart#59,"""な、なんか変な感じ"""
IncidentSuccess#59,"""上手くいって良かったぁ"""
IncidentFailure#59,"""あっちゃあ……失敗かぁ……"""
PSE#59,"""な、なんだかフォトンがすごいぞ！"""
PSELevelUp#59,"""もっと続けていこうよ！"""
PSEBurst#59,"""うわぁ……<br>これが、PSEバーストか……"""
HP30#59,"""ま、まずい……"""
HP10#59,"""これ以上は無理ッ！"""
ItemRare#59,"""あっ、それ<br>レアなやつじゃないですか？"""
DamageSmall#59,"""くっ"""
DamageMiddle#59,"""まずっ！"""
DamageLarge#59,"""うわわっ！"""
Trap#59,"""なっ、罠！？"""
ThankTrapRescue#59,"""ふぃーっ、ありがとう！"""
TrapRescueOther#59,"""だ、大丈夫！？"""
MemberDamaged#59,"""下がってて！"""
MemberDead#59,"""……よくも、やったな！"""
AbilityExe#59,"""この調子なら、いける！"""
AbilitySpecial#58,"""今ならなんでも出来る！"""
Resurrect#59,"""ふぅ、次はやられないように、っと！"""
PartyJoin#59,"""/ci2 1 よろしくお願いします！"""
Marvelous#59,"""さっすが！"""
IncidentJsApcBegin#55,"""/ci2 1 あっ、ちょうどいいところに！<br>ちょっと敵が多くて<br>手伝ってもらえないかな！"""
IncidentJsApcFailure#55,"""ったぁ……やっちゃった……<br>ごめん、先に退かせてもらうね。"""
IncidentJsApcSuccess#55,"""/ci2 1 よーっし、大成功！<br>ありがとうございましたっ！"""
IncidentJsApcBeginEvo#55,"""/ci5 2 これで終わり……って、感じの<br>空気じゃなさそうだな……！"""
EnemyWeak#60,"""手早く片付けましょう。"""
EnemyLarge#60,"""大型のエネミーね。<br>注意して。"""
EnemyBoss#60,"""相手の動きをよく見て。<br>必ず隙があるはず……"""
EnemyRare#60,"""珍しいのが出たわね……"""
EnemyBoost#60,"""なんて威圧感……<br>油断したら危険だわ。"""
DestroyEnemy1#60,"""こんなところね。"""
DestroyEnemy2#60,"""終わりよ。"""
DestroyEnemy3#57,"""仕留めたわ。"""
CondFreeze#60,"""身体が、凍って……！"""
CondBurn#60,"""つっ……！<br>身体に、火が……！"""
CondShock#60,"""……っ！\u3000し、しび、れ……"""
CondPoison#60,"""毒を受けたようね……"""
CondPanic#60,"""方向感覚が狂っている……<br>厄介ね……"""
CondStan#60,"""身体が、動かない……！？"""
CondMirage#60,"""視界をやられたわ……"""
Die#60,"""終わり……なの……？"""
ThankHeal#60,"""ありがとう。"""
ThankBuff#60,"""助かるわ……"""
ThankCure#60,"""これなら万全だわ。"""
DefeatEnemy#60,"""この一帯は安全が確保されたようね。"""
LevelUp#60,"""あら、よかったじゃない。"""
TechFire#23,"""燃やし尽くす。"""
TechIce#22,"""凍ってなさい……"""
TechThunder#24,"""轟け……！"""
TechWind#21,"""風を巻き起こす……！"""
TechLight#24,"""光を力に……"""
TechDark#22,"""闇に……覆われなさい。"""
PBFull#60,"""力が満ちているわ……"""
PBRelease#60,"""今なら、行ける……！"""
Avoid#60,"""はっ！"""
HealSelf#60,"""これで平気よ。"""
BuffSelf#60,"""ここから攻めるわ。"""
HealOther#60,"""無理はしないことね……"""
BuffOther#60,"""援護するわ。"""
QuestStart1#60,"""落ち着いていきましょう。"""
QuestEnd1#60,"""任務完了ね。"""
IncidentStart#60,"""まずは状況の把握ね……"""
IncidentSuccess#60,"""うまくいったようね。"""
IncidentFailure#60,"""……失敗ね。<br>この反省……次に活かすわ……"""
PSE#60,"""ＰＳＥが発生したみたいね。"""
PSELevelUp#60,"""ＰＳＥの水準が高まっていく……"""
PSEBurst#60,"""ＰＳＥバースト……<br>この恩恵を有効活用しましょう。"""
HP30#60,"""心配には、及ばないわ……"""
HP10#60,"""これは……厳しいわね……"""
ItemRare#60,"""希少なアイテムね。<br>……良かったじゃない。"""
DamageSmall#60,"""くぅっ……！"""
DamageMiddle#60,"""ぐ……！"""
DamageLarge#60,"""うっ……く……！"""
Trap#60,"""しまった、罠に……！"""
ThankTrapRescue#60,"""助かったわ……"""
TrapRescueOther#60,"""平気かしら？"""
MemberDamaged#60,"""無事！？"""
MemberDead#60,"""くっ……<br>なんてこと……！"""
AbilityExe#60,"""普段よりも、身体の調子がいい……"""
AbilitySpecial#59,"""全力で……行くわ！"""
Resurrect#60,"""まだ、戦える……！"""
PartyJoin#60,"""/ci1 よろしく……"""
Marvelous#60,"""……すごいじゃない。"""
IncidentJsApcBegin#56,"""/ci1 1 ちょっと私の手に余る<br>事態なのだけれど……<br>よければ手伝ってくれないかしら？"""
IncidentJsApcFailure#56,"""ごめんなさい……<br>私は退却するわ……"""
IncidentJsApcSuccess#56,"""/ci1 1 ありがとう……<br>おかげで切り抜けられたわ。"""
IncidentJsApcBeginEvo#56,"""/ci1 2 まだ出てくるのね。<br>息をつく暇も無いわ……"""
PartyJoin#61,"""/toge /ci2 1 ボク、がんばります！"""
IncidentJsApcBegin#57,"""/ci3 1 ボクのために……<br>ごめんなさい！\u3000よろしくお願いします！"""
IncidentJsApcFailure#57,"""……こ、これ以上は無理。<br>ごめんなさい、ボク、撤退します。"""
IncidentJsApcSuccess#57,"""/ci2 1 これで終わりっ！<br>あのっ、ありがとうございました！<br>おかげで助かりました！"""
IncidentJsApcBeginEvo#57,"""/ci3 1 /toge ……気をつけて下さい。<br>すごいおおきな反応が<br>近づいてきています！"""
AbilityExeRareU#0,"""(仮)レアユニット装備時のポテンシャル発動"""
EnemyLargeRareW#0,"""(仮)レア武器装備時に大型エネミーが出現した"""
EnemyBossRareW#0,"""(仮)レア武器装備時にボスが出現した"""
EnemyRareRareW#0,"""(仮)レア武器装備時にレアエネミーが出現した"""
EnemyBoostRareW#0,"""(仮)レア武器装備時にブーストEが出現した"""
PartyJoin#62,"""/ci1 1 よろしくお願いします"""
IncidentJsApcBegin#58,"""/ci1 1 すみません、マスター。<br>状況不利につき、協力を要請します。"""
IncidentJsApcFailure#58,"""……戦闘継続、不可能。<br>申し訳ありません、撤退します。"""
IncidentJsApcSuccess#58,"""/ci1 1 状況、終了。<br>協力、ありがとうございました。"""
IncidentJsApcBeginEvo#58,"""/ci1 4 さらに巨大な反応を確認。<br>……来ます。"""
AbilityExeRareU#1,"""良いものを身に着けていると<br>いつもより調子がいいですね！"""
EnemyLargeRareW#1,"""マスターに頂いた<br><weapon>なら<br>勝てます！"""
EnemyBossRareW#1,"""マスターに頂いた<br><weapon>で<br>決着をつけます！"""
EnemyRareRareW#1,"""珍種を発見しました。<br>私の武器とどちらが珍しいでしょうか？"""
EnemyBoostRareW#1,"""雰囲気が異なるようですが……<br><weapon>なら<br>やれます！"""
PartyJoin#63,"""/ci2 1 それじゃ、よろしくね"""
IncidentJsApcBegin#59,"""/ci2 2 ごめん、君に迷惑は<br>かけたくなかったんだけど……！"""
IncidentJsApcFailure#59,"""……これ以上は、もたない。<br>先に撤退させてもらうよ。"""
IncidentJsApcSuccess#59,"""/ci2 1 ……なんとかなったね。<br>ありがとう、君のおかげだよ。"""
IncidentJsApcBeginEvo#59,"""/ci5 2 ……気をつけて。<br>まだ、大きな反応がある。"""
AbilityExeRareU#2,"""(仮)レアユニット装備時のポテンシャル発動"""
EnemyLargeRareW#2,"""(仮)レア武器装備時に大型エネミーが出現した"""
EnemyBossRareW#2,"""(仮)レア武器装備時にボスが出現した"""
EnemyRareRareW#2,"""(仮)レア武器装備時にレアエネミーが出現した"""
EnemyBoostRareW#2,"""(仮)レア武器装備時にブーストEが出現した"""
PartyJoin#64,"""/ci2 1 よ、よろしくお願いします！"""
IncidentJsApcBegin#60,"""/toge /ci4 1 ……あっ、あなたはっ！<br>た、助けて下さい！<br>敵に囲まれてしまって……！"""
IncidentJsApcFailure#60,"""……これ以上は無理です。<br>すみません、先に撤退します。"""
IncidentJsApcSuccess#60,"""/ci2 1 あ、ありがとうございました！<br>おかげで助かりました！<br>本当に本当に、感謝です！"""
IncidentJsApcBeginEvo#60,"""/moya /ci4 4 なんだろうこれ……<br>すごくおっきな反応が……！"""
AbilityExeRareU#3,"""(仮)レアユニット装備時のポテンシャル発動"""
EnemyLargeRareW#3,"""(仮)レア武器装備時に大型エネミーが出現した"""
EnemyBossRareW#3,"""(仮)レア武器装備時にボスが出現した"""
EnemyRareRareW#3,"""(仮)レア武器装備時にレアエネミーが出現した"""
EnemyBoostRareW#3,"""(仮)レア武器装備時にブーストEが出現した"""
PartyJoin#65,"""/ci1 4 では、よろしく頼む"""
IncidentJsApcBegin#61,"""/ci1 2 すまない、お前には<br>世話になってばかりだな。"""
IncidentJsApcFailure#61,"""……ここまでか。<br>すまない、先に撤退させてもらう。"""
