EnemyWeak#0,"""단숨에 쓸어 버린다"""
CondPanic#70,"""어라라……?<br>시야가 빙글빙글 돌아요~"""
CondStan#70,"""우, 움직일 수 없어……!"""
CondMirage#70,"""호오오……!<br>뭔가 세상이<br>흐릿하게 보여요!"""
Die#70,"""해야 할 일이……<br>있는데……"""
ThankHeal#70,"""감사합니다!"""
ThankBuff#70,"""살았어요!"""
ThankCure#70,"""후우……진정됐어요……"""
DefeatEnemy#70,"""계속 나아가요!"""
LevelUp#70,"""와아!<br>축하합니다!"""
InvokeSkill1#68,"""갑니다!"""
InvokeSkill2#67,"""이 일격으로!"""
InvokeSkill3#67,"""/toge 비장의……갑니다!!"""
PBFull#70,"""언제든 갈 수 있어요!"""
PBRelease#69,"""/toge 제 포톤……받아 주세요!!"""
Avoid#70,"""히얏!"""
HealSelf#70,"""아직 더 할 수 있어요!"""
BuffSelf#70,"""준비 완료예요!"""
HealOther#70,"""괜찮으신가요?"""
BuffOther#70,"""이걸로 완벽하네요!"""
QuestStart1#69,"""기운 내서 가요!"""
QuestEnd1#70,"""퀘스트 클리어예요!<br>에헤헷, 해냈네요!"""
IncidentStart#70,"""왠지 불길한 예감이 들어요……!"""
IncidentSuccess#70,"""하아……하아……<br>리더 덕분에<br>어떻게든 해냈어요!"""
IncidentFailure#70,"""죄송해요……제가<br>리더의 발목을 잡아서……"""
PSE#70,"""이건……PSE일까요?"""
PSELevelUp#70,"""레벨이 올랐어요!"""
PSEBurst#70,"""PSE 버스트!<br>몇 번을 봐도 아름답네요……!"""
HP30#70,"""하아……하아……<br>조금 지치기 시작했어요……"""
HP10#70,"""이제……쓰러질 것 같아요……"""
ItemRare#70,"""희귀한 아이템이네요!<br>축하합니다!"""
DamageSmall#70,"""으윽……!"""
DamageMiddle#70,"""꺅!"""
DamageLarge#70,"""우와아앗!!"""
Trap#70,"""으악!<br>함정에 걸렸어요!"""
ThankTrapRescue#70,"""살았어요!<br>감사합니다!"""
TrapRescueOther#70,"""괘, 괜찮으세요?"""
MemberDamaged#70,"""저에게 맡겨 주세요!"""
MemberDead#70,"""용서 못 해요……!"""
AbilityExe#70,"""힘이 넘쳐흘러요!"""
AbilitySpecial#70,"""왠지 저,<br>지금이라면 뭐든<br>할 수 있을 것 같아요!"""
Resurrect#70,"""저……아직 죽을 수 없어요."""
PartyJoin#69,"""/toge /ci2 1 잘 부탁드립니다!"""
Marvelous#70,"""역시 대단하세요!"""
IncidentJsApcBegin#68,"""/ci1 1 죄송합니다!<br>적이 너무 많아서 애먹고 있어요.<br>도와주시겠어요?"""
IncidentJsApcFailure#68,"""으윽, 죄송합니다.<br>제 힘이 부족한 탓에……"""
IncidentJsApcSuccess#68,"""/ci2 2 에헤헷, 해냈네요!<br>도와주셔서<br>감사합니다!"""
IncidentJsApcBeginEvo#62,"""/ci2 1 새로운 에너미군요.<br>방심하지 말고 가요!"""
EnemyWeak#71,"""빠르게 정리하죠."""
EnemyLarge#71,"""대형 에너미야.<br>조심해."""
EnemyBoss#71,"""상대의 움직임을 잘 봐.<br>반드시 빈틈이 있을 거야……"""
EnemyRare#71,"""희귀한 게 나왔네……"""
EnemyBoost#71,"""엄청난 위압감……<br>방심하면 위험해."""
DestroyEnemy1#71,"""이 정도네."""
DestroyEnemy2#71,"""끝이야."""
DestroyEnemy3#69,"""처치했어."""
CondFreeze#71,"""몸이 얼어붙어……!"""
CondBurn#71,"""윽……!<br>몸에 불이……!"""
CondShock#71,"""……윽!\u3000저, 저려……"""
CondPoison#71,"""독에 당한 것 같네……"""
CondPanic#71,"""방향 감각이 흐트러졌어……<br>성가시네……"""
CondStan#71,"""몸이 움직이지 않아……!?"""
CondMirage#71,"""시야를 방해받았어……"""
Die#71,"""끝……인 거야……?"""
ThankHeal#71,"""고마워."""
ThankBuff#71,"""살았어……"""
ThankCure#71,"""이거라면 만전이야."""
DefeatEnemy#71,"""이 일대의 안전은 확보된 것 같네."""
LevelUp#71,"""어머, 잘됐네."""
TechFire#33,"""모조리 태우겠어."""
TechIce#38,"""얼어붙어……"""
TechThunder#32,"""울려 퍼져라……!"""
TechWind#32,"""바람을 일으키겠어……!"""
TechLight#33,"""빛을 힘으로……"""
TechDark#32,"""어둠에……뒤덮여라."""
PBFull#71,"""힘이 차오르고 있어……"""
PBRelease#70,"""지금이라면 할 수 있어……!"""
Avoid#71,"""흥!"""
HealSelf#71,"""이걸로 괜찮아."""
BuffSelf#71,"""여기서부터 공격할게."""
HealOther#71,"""무리하지 마……"""
BuffOther#71,"""엄호할게."""
QuestStart1#70,"""침착하게 가자."""
QuestEnd1#71,"""임무 완료네."""
IncidentStart#71,"""우선 상황을 파악하자……"""
IncidentSuccess#71,"""잘된 모양이네."""
IncidentFailure#71,"""……실패네.<br>이번 반성을 다음에 살릴게……"""
PSE#71,"""PSE가 발생한 모양이네."""
PSELevelUp#71,"""PSE 수치가 높아지고 있어……"""
PSEBurst#71,"""PSE 버스트……<br>이 혜택을 잘 활용하자."""
HP30#71,"""걱정할 필요는 없어……"""
HP10#71,"""이건……힘들겠네……"""
ItemRare#71,"""희귀한 아이템이네.<br>……잘됐잖아."""
DamageSmall#71,"""크윽……!"""
DamageMiddle#71,"""윽……!"""
DamageLarge#71,"""으……윽……!"""
Trap#71,"""이런, 함정에……!"""
ThankTrapRescue#71,"""살았어……"""
TrapRescueOther#71,"""괜찮아?"""
MemberDamaged#71,"""괜찮아!?"""
MemberDead#71,"""큭……<br>어떻게 이런……!"""
AbilityExe#71,"""평소보다 몸 상태가 좋아……"""
AbilitySpecial#71,"""전력으로……간다!"""
Resurrect#71,"""아직 싸울 수 있어……!"""
PartyJoin#70,"""/ci1 잘 부탁해……"""
Marvelous#71,"""……대단하잖아."""
IncidentJsApcBegin#69,"""/ci1 1 나 혼자 감당하기엔<br>버거운 상황인데……<br>괜찮다면 도와줄래?"""
IncidentJsApcFailure#69,"""미안해……<br>난 퇴각할게……"""
IncidentJsApcSuccess#69,"""/ci1 1 고마워……<br>덕분에 헤쳐 나왔어."""
IncidentJsApcBeginEvo#63,"""/ci1 2 아직 더 나오는구나.<br>숨 돌릴 틈도 없어……"""
EnemyWeak#72,"""어떤 상대라도 방심하지 않아요!"""
EnemyLarge#72,"""상대로 부족함은 없습니다!"""
EnemyBoss#72,"""이런 상대를 이겨야 가치가 있죠!"""
EnemyRare#72,"""응?\u3000어라?<br>엄청 보기 드문 녀석 아닌가요……?"""
EnemyBoost#72,"""……이 기운, 위험합니다!"""
DestroyEnemy1#72,"""다음!"""
DestroyEnemy2#72,"""한 건 해결했습니다!"""
DestroyEnemy3#70,"""아직 더 할 수 있어요!"""
CondFreeze#72,"""머리도 조금 식히겠습니다!"""
CondBurn#72,"""후후후, 불타오릅니다!<br>그런데 정말 불타고 있어요!"""
CondShock#72,"""적당한 저림은<br>몸에도 좋다고 들었어요!<br>……이건 다르지만요"""
CondPoison#72,"""이독제독!<br>……그런 능력은 없지만요"""
CondPanic#72,"""괜찮아요, 혼란해도 압니다!<br>말하는 건 전부 적이에요!"""
CondStan#72,"""몸이 안 움직여……!?<br>쉬라는 뜻일까요!"""
CondMirage#72,"""시야를 봉쇄당해도……!<br>기척을 때리면 어떻게든 됩니다!"""
Die#72,"""이래서는<br>그분의 등을 따라잡을 수 없어……"""
ThankHeal#72,"""황송합니다!"""
ThankBuff#72,"""감사합니다!"""
ThankCure#72,"""번거롭게 해 드려 죄송해요!"""
DefeatEnemy#72,"""자, 다음으로 가시죠!"""
LevelUp#72,"""뒤처지지 않도록 힘내겠습니다!"""
InvokeSkill1#69,"""일의전심!"""
InvokeSkill2#68,"""단숨에 몰아붙이겠습니다!"""
InvokeSkill3#68,"""언제나 전력입니다!"""
TechFire#34,"""폭염!"""
TechIce#39,"""빙아!"""
TechThunder#33,"""신뢰!"""
TechWind#33,"""질풍!"""
TechLight#34,"""광창!"""
TechDark#33,"""암탄!"""
PBFull#72,"""봐주는 건 못 합니다!<br>전 언제나 전력이니까요!"""
PBRelease#71,"""그분을 따라잡을 때까지……<br>전 멈추지 않습니다!"""
Avoid#72,"""흥!"""
HealSelf#72,"""빈틈은 보이지 않아요!"""
BuffSelf#72,"""방심하지 않아요!"""
HealOther#72,"""회복하겠습니다!"""
BuffOther#72,"""엄호하겠습니다!"""
QuestStart1#71,"""히어로 클래스의 전투법을<br>보여 드리겠습니다!"""
QuestEnd1#72,"""이렇게, 이렇게……인가?<br>그보다 먼저, 수고하셨습니다!"""
IncidentStart#72,"""무슨 일이 생길 듯한 기척입니다……!"""
IncidentSuccess#72,"""역시 대단합니다!<br>잘 해냈네요!"""
IncidentFailure#72,"""이, 이럴 리가<br>없었는데요……"""
PSE#72,"""포톤이 술렁이는 건가……?<br>조심해서 가시죠!"""
PSELevelUp#72,"""계속 이어 가자!"""
PSEBurst#72,"""이것이, PSE 버스트군요!"""
HP30#72,"""밀리고 있습니다……!"""
HP10#72,"""사지에서 활로를……!"""
ItemRare#72,"""앗, 레어 아이템이네요!"""
DamageSmall#72,"""아얏!"""
DamageMiddle#72,"""크윽!"""
DamageLarge#72,"""아직……포기하지 않아요!"""
Trap#72,"""함정!?\u3000이런 곳에!?"""
ThankTrapRescue#72,"""살았습니다……황송합니다!"""
TrapRescueOther#72,"""괜찮으세요!?"""
MemberDamaged#72,"""무리하지 말고 물러나세요!"""
MemberDead#72,"""……동료조차 지키지 못하는<br>제 한심함이 가장 용서가 안 돼요!"""
AbilityExe#72,"""좋아, 감이 살아났어요!"""
AbilitySpecial#72,"""지금이라면 뭐든 할 수 있습니다!"""
Resurrect#72,"""이루고 싶은 목표가 있어요!<br>그러니 쉴 수 없습니다!"""
PartyJoin#71,"""/ci2 2 전투부 소속, 스트라토스!<br>등장했습니다!"""
Marvelous#72,"""움직임을 눈에 새기고 있습니다!"""
IncidentJsApcBegin#70,"""/ci2 3 <%me> 님!<br>번거로우시겠지만<br>도와주시겠습니까!"""
IncidentJsApcFailure#70,"""으으……이 얼마나 한심한 모습인지……<br>죄송합니다, 먼저 물러나겠습니다……!"""
IncidentJsApcSuccess#70,"""/ci8 1 감사합니다!<br>협력해 주셔서, 뭐랄까<br>정말 황송합니다!"""
IncidentJsApcBeginEvo#64,"""/ci1 3 <%me> 님<br>눈치채셨겠지만<br>아직 더 올 것 같습니다!\u3000경계를!"""
EnemyWeak#73,"""너 어느 중학교 나왔냐!"""
EnemyLarge#73,"""이 녀석도 가족이 있잖아!"""
EnemyBoss#73,"""신발 핥을 테니 용서해 주세요!"""
EnemyRare#73,"""옛날 여자 친구를 닮았네"""
EnemyBoost#73,"""이 녀석 인사도 안 하네!"""
CondFreeze#73,"""지금 저 예쁘죠"""
CondBurn#73,"""지금 저 맛있어 보이죠"""
CondShock#73,"""팔꿈치가 찌릿찌릿해요"""
CondPoison#73,"""구급차 불러 줘"""
CondPanic#73,"""진정할 겸 카페 안 갈래요?"""
CondStan#73,"""스턴 상태!!"""
CondMirage#73,"""옛날 추억이 보여!"""
Die#73,"""나카니시답네"""
ThankHeal#73,"""나카니시 칠드런이죠?"""
ThankBuff#73,"""그게 다정함입니다"""
ThankCure#73,"""열 내렸네"""
DefeatEnemy#73,"""조용해졌네요"""
LevelUp#73,"""늙었어요?"""
PBFull#73,"""블래스트 게이지랑 빨랫감이<br>쌓였어요"""
PBRelease#72,"""여러분, 빵 터지고 있습니까!?"""
Avoid#73,"""그만하세요"""
HealSelf#73,"""어른이니까 제가 할게요"""
BuffSelf#73,"""다음엔 부탁드릴게요"""
HealOther#73,"""이게 다정함이라는 거죠"""
BuffOther#73,"""답례는 필요 없습니다"""
QuestStart1#72,"""가스 밸브를 안 잠가서<br>돌아가도 될까요?"""
QuestEnd1#73,"""좋아, 만화 카페 가자"""
IncidentStart#73,"""시골에서 친구가 옵니다"""
IncidentSuccess#73,"""안아 주세요"""
IncidentFailure#73,"""나카니시가 잘못했어……"""
PSE#73,"""축제다아아아아!!"""
PSELevelUp#73,"""계속 쭉쭉 가 볼까!"""
PSEBurst#73,"""영어 발음이 예쁘네요"""
HP30#73,"""집에 가고 싶어"""
HP10#73,"""친척들 모아 주세요"""
ItemRare#73,"""전당포 소개해 드릴게요"""
DamageSmall#73,"""때리지 마!"""
DamageMiddle#73,"""주먹질하지 마!"""
DamageLarge#73,"""너 나 싫어하지"""
Trap#73,"""나 불쌍해"""
ThankTrapRescue#73,"""은혜 갚은 두루미가 생각나네"""
TrapRescueOther#73,"""두루미라면 은혜 갚으러 와요"""
MemberDamaged#73,"""친구가 아파 보여"""
MemberDead#73,"""고시엔의 꿈은 어쩔 거냐!!"""
AbilityExe#73,"""감이 살아나네!"""
AbilitySpecial#73,"""헌팅하러 가려면 오늘이야"""
Resurrect#73,"""문 나카니시가 나설 차례네요"""
PartyJoin#72,"""/ci1 1 안녕하세요, 나스나칸의<br>나카니시입니다!"""
Marvelous#73,"""널 원하는 회사는 많아!"""
IncidentJsApcBegin#71,"""/toge /ci2 1 안녕하세요, 나카니시입니다<br>오늘은 에너미만이라도<br>쓰러뜨리고 가 주세요"""
IncidentJsApcFailure#71,"""에너미의<br>기분이 나쁜 건 알겠습니다"""
IncidentJsApcSuccess#71,"""/ci1 1 이걸 사람 돕기라고 합니다"""
IncidentJsApcBeginEvo#65,"""/ci1 1 이 녀석들 화면에 나오고 싶은 거죠"""
EnemyWeak#74,"""가볍게 쓰러뜨리죠!"""
EnemyLarge#74,"""크니까 태클 걸 게 넘쳐나네!"""
EnemyBoss#74,"""꽤 강적 같네요!"""
EnemyRare#74,"""이거 레어한 녀석이에요!"""
EnemyBoost#74,"""이 녀석한텐 태클 걸기 싫은데……"""
CondFreeze#74,"""추운 건 라이브 중으로 충분해……<br>아니, 그것도 안 되잖아!"""
CondBurn#74,"""저, 불타고 있어요!?"""
CondShock#74,"""저려 버렸어……<br>죄송한데 어떻게 좀 해 주실래요?"""
CondPoison#74,"""으엑!\u3000기분 나빠!<br>독에 걸려 버렸네……"""
CondPanic#74,"""똑바로 못 걷겠어!?<br>이건 안 돼……"""
CondStan#74,"""안 되네, 전혀 움직일 수 없어……"""
CondMirage#74,"""눈앞이 캄캄해서 내일이 안 보여……<br>평소에도 안 보인다고? 시끄러워요!"""
Die#74,"""안 돼, 형님. 전 여기까지예요……"""
ThankHeal#74,"""감사합니다!"""
ThankBuff#74,"""좋아, 이걸로 할 수 있어!<br>제 태클, 잘 봐 주세요!"""
ThankCure#74,"""아, 살았다……<br>정말 감사합니다"""
DefeatEnemy#74,"""이 근처는 다 정리했네요<br>역시 강하네"""
LevelUp#74,"""레벨 업<br>축하드립니다!"""
PBFull#74,"""태클력이 넘쳐흐릅니다!"""
PBRelease#73,"""여러분, 빵 터지고 있습니까!?"""
Avoid#74,"""위험해!?"""
HealSelf#74,"""이 정도는 혼자 할 수 있어요!"""
BuffSelf#74,"""적어도 이 정도는 해야죠!"""
HealOther#74,"""이걸로 회복하세요!"""
BuffOther#74,"""보조 걸어 드릴게요!<br>받으세요!"""
QuestStart1#73,"""자, 우리 라이브를 향해 출발하죠!<br>네?\u3000라이브는 모른다고요?"""
QuestEnd1#74,"""역시 잘하시네요!"""
IncidentStart#74,"""뭔가 엄청 올 것 같은 예감이 들어!"""
IncidentSuccess#74,"""잘됐네요!"""
IncidentFailure#74,"""상태가 안 좋았던 걸까요……?"""
PSE#74,"""이게 소문의 PSE군요!"""
PSELevelUp#74,"""아직 더 계속할 수 있을 것 같아요!"""
PSEBurst#74,"""버스트 왔다!"""
HP30#74,"""저, 조금 위험할지도……"""
HP10#74,"""안 돼, 안 된다니까!"""
ItemRare#74,"""레어 드롭 축하드립니다!"""
DamageSmall#74,"""아파, 뭐 하는 거예요!"""
DamageMiddle#74,"""잠깐, 진짜 아프다니까!"""
DamageLarge#74,"""저보다 태클이 더 세잖아요!"""
Trap#74,"""우왓!?\u3000함정이야!\u3000안 돼!<br>이런 건 파트너 역할이라고요!"""
ThankTrapRescue#74,"""정말 살았습니다.<br>감사합니다!"""
TrapRescueOther#74,"""서로 돕고 사는 거죠!<br>다음엔 저도 도와주세요!"""
MemberDamaged#74,"""무리하면 안 돼요!"""
MemberDead#74,"""내게 지킬 힘이 있었다면……!"""
AbilityExe#74,"""오, 왠지 몸이 가벼워졌네"""
AbilitySpecial#74,"""뭐야 이거, 절호조야!<br>얼마든지 태클 걸 수 있겠어!"""
Resurrect#74,"""아니, 이게, 뭐가, 웃기냐고"""
PartyJoin#73,"""/ci1 1 안녕하세요, 나스나칸의<br>나스입니다!"""
Marvelous#74,"""좋은 태클이네요!"""
IncidentJsApcBegin#72,"""/toge /ci2 1 네, 안녕하세요!<br>나스나칸에서 태클 담당입니다!<br>아니, 에너미에게 포위됐잖아!"""
IncidentJsApcFailure#72,"""안 돼, 만담할 때가 아니네……<br>오늘은 이쯤에서 봐줄게!"""
IncidentJsApcSuccess#72,"""/ci1 1 도와주셔서 감사합니다!<br>이걸로 우리 야외 단독 라이브를<br>안전하게 열 수 있겠어요!"""
IncidentJsApcBeginEvo#66,"""/ci1 1 감사합니다!<br>아니……아직 뭔가 더 와!?<br>언제쯤 만담할 수 있는 거야!?"""
ThankHeal#75,"""회복 고마워!"""
ThankBuff#75,"""고마워!"""
ThankCure#75,"""개운해졌어!\u3000고마워!"""
HP30#75,"""아직 괜찮지만, 이 이상은……"""
HP10#75,"""슬슬 한계가 가까워……"""
DamageSmall#75,"""큭!"""
DamageMiddle#75,"""아야!"""
DamageLarge#75,"""으악!"""
ThankHeal#76,"""오오, 몸에 활력이!"""
ThankBuff#76,"""큰 도움이 됩니다!"""
ThankCure#76,"""오오, 살았습니다!"""
HP30#76,"""으윽……온몸이 아파……"""
HP10#76,"""다리가 움직이지 않기 시작했어……"""
DamageSmall#76,"""윽!"""
DamageMiddle#76,"""아파!"""
DamageLarge#76,"""우와!"""
ThankHeal#77,"""통증이 사라졌습니다……"""
ThankBuff#77,"""몸이 가벼워졌습니다……"""
ThankCure#77,"""감사합니다……"""
HP30#77,"""이제 싫어……여기저기 상처투성이야……"""
HP10#77,"""팔다리의 감각이 없어지기 시작했어……"""
DamageSmall#77,"""앗!"""
DamageMiddle#77,"""꺅!"""
DamageLarge#77,"""꺄아악!"""
ThankHeal#78,"""상처가 아물고 있어……"""
ThankBuff#78,"""감사합니다!"""
ThankCure#78,"""감사합니다!"""
HP30#78,"""이 아이만이라도 지켜야 해!"""
HP10#78,"""만약의 경우엔, 이 아이를……"""
DamageSmall#78,"""앗!"""
DamageMiddle#78,"""싫어!"""
DamageLarge#78,"""싫어어어!"""
ThankHeal#79,"""고마워!<br>아픈 게 사라졌어!"""
ThankBuff#79,"""힘이 나기 시작했어!"""
ThankCure#79,"""고마워!"""
HP30#79,"""집에 가고 싶어!"""
HP10#79,"""으앙, 엄마!"""
DamageSmall#79,"""아파"""
DamageMiddle#79,"""으아앙!"""
DamageLarge#79,"""아앙, 아파!"""
EnemyWeak#75,"""우리 적수가 못 되는군"""
EnemyLarge#75,"""뭐, 덩치만 클 뿐이지"""
EnemyBoss#75,"""상대로 부족함이 없구나"""
EnemyRare#75,"""허허, 보기 드문 상대구나"""
EnemyBoost#75,"""흠……불길한 상대구나"""
DestroyEnemy1#73,"""별것 아닌 상대였나"""
DestroyEnemy2#73,"""싱겁구나!"""
DestroyEnemy3#71,"""방해하게 두지 않겠다"""
CondFreeze#75,"""동결이라니……!"""
CondBurn#75,"""연소로 나오는가……!"""
CondShock#75,"""감전은 힘들구나……"""
CondPoison#75,"""음……독인가……"""
CondPanic#75,"""시야가 잡히지 않아!"""
CondStan#75,"""자유를 빼앗겼나!"""
CondMirage#75,"""시야를 빼앗다니 제법이군……!"""
Die#75,"""이런……나를 부술 셈인가……"""
ThankHeal#80,"""신세를 졌군"""
ThankBuff#80,"""살았다"""
ThankCure#80,"""오오, 한결 편해졌어"""
DefeatEnemy#75,"""다음으로 가자"""
LevelUp#75,"""허허, 강해졌구나"""
InvokeSkill1#70,"""깨어나라, 파괴의 뇌추!"""
InvokeSkill2#69,"""부술 뿐이다!"""
InvokeSkill3#69,"""내 힘을 보여 주마!"""
PBFull#75,"""내 의지와 오기를 받아 보아라!"""
PBRelease#74,"""멀리 있는 자는 소문으로 듣고!<br>가까이 있는 자는 눈으로 보아라!"""
Avoid#75,"""안일하구나!"""
HealSelf#75,"""아직 쓰러질 수는 없지"""
