YesText#0,"""Да"""
ResultFavor#0,"""Полученный рецепт разблокировал достижение: """
ResultCondition#0,"""Успешно +1 путём крафта с необходимыми условиями: """
ResultCondition2#0,"""Условия разблокировки достижений: """
ResultFavorLevelUp#0,"""Лицензия следующего уровня: """
Level#1,"""До след. ур.: """
ResultNum#0,"""Достижение разблокировано: """
Guide#0,"""Далее"""
Guide_Vita#0,"""Далее"""
GuideButton#0,"""<%NextTabDetails>"""
GuideButton_Vita#0,"""<pict Sign_TRIANGLE>"""
CraftLevelUpText#0,"""поднялся уровень крафта"""
CraftLevel#0,"""Ур."""
CraftResultNum#0,"""Всего достижений"""
CraftNextLevel#0,"""До след. ур."""
CraftResultRest#0,"""Достижение"""
Slash#0,"""/"""
CraftLine#0,"""Номер крафт линии"""
CraftLine2#0,"""Крафт линия"""
Line01#0,"""Крафт линия 01"""
Line02#0,"""Крафт линия 02"""
Line03#0,"""Крафт линия 03"""
Line04#0,"""Премиум крафт линия 04"""
Line05#0,"""Премиум крафт линия 05"""
Line06#0,"""Премиум крафт линия 06"""
Line07#0,"""Расширен. крафт линия 07"""
Line08#0,"""Расширен. крафт линия 08"""
Line09#0,"""Расширен. крафт линия 09"""
LineStateAvailable#0,"""<c 01ffff>Доступна<c>"""
LineStateLock#0,"""<gray>Закрыто<c>"""
LineStateExpire#0,"""<red>Истек<c>"""
LineChargeTimeRemain#0,"""Осталось: $(0)"""
LineChargeTimeSecond#0,"""Менее 0 мин."""
CraftLevelTitle#0,"""Уровень крафта """
RouletteBetCancelMessage#0,"""Лии лии рулетка: Ставка отменена"""
MySetTitle01#0,"""Мой набор"""
MySetTitle02#0,"""Контент моего набора"""
MySetHead01#0,"""Экип. Оружие/Юниты"""
MySetHead02#0,"""Экип. Mag/Камуфл."""
MySetNone#0,"""Нету набора."""
MySetClassNone#0,"""Класс не выбран."""
MySetItemNone#0,"""Предмет не выбран."""
MySetClassSetNone#0,"""Класс не установлен."""
MySetEquipSetNone#0,"""Предмет не установлен."""
MySetMagSetNone#0,"""Mag не установлен."""
MySetNew#0,"""Новый набор"""
MySetPopup01#0,"""Проверить набор"""
MySetPopup02#0,"""Изменить набор"""
MySetPopup03#0,"""Переименовать набор"""
MySetPopup04#0,"""Удалить набор"""
MySetPopup05#0,"""Перезаписать набор"""
MySetPopup06#0,"""Перез-ть без переим."""
MySetPopup07#0,"""Зарегистрировать набор"""
MySetMessage02#0,"""Ваш набор $(0) $(1) сменит ваш<br>текущий класс и экипировку.<br><br>Хотите продолжить?"""
MySetMessage03#0,"""Ваш набор $(0) $(1) будет переименован.<br>Пожалуйста, введите название."""
MySetMessage04#0,"""Ваш набор $(0) $(1) будет удалён.<br>Хотите продолжить?"""
MySetMessage05#0,"""Ваш набор $(0) $(1) будет перезаписан<br>вашей новой экипировкой.<br>Хотите продолжить?"""
MySetMessage06#0,"""Это перезапишет ваш текущий класс и экипировку в <br>[Мой набор $(0) $(1)].<br><yellow>※Имя набора не будет изменено.<c><br>Хотите продолжить?"""
MySetMessage07#0,"""Ваш набор $(0) будет сохранён с<br>с вашей текущей экипировкой.<br>Хотите продолжить?"""
Error#0,"""Ошибка набора"""
RenameError01#0,"""Вы не можете использовать данное имя."""
ServerError01#0,"""Невозможно выполнить.<br>Проблемы с сервером.<br><br>Попробуйте позже."""
ServerError02#0,"""Невозможно выполнить.<br>Проблемы с базой данных.<br><br>Попробуйте позже."""
ServerError03#0,"""Невозможно выполнить.<br>Неизвестная ошибка сервера.<br><br>Попробуйте позже."""
ServerError04#0,"""Невозможно использовать данный слот из-за проблем с данными."""
ServerError05#0,"""Невозможно выполнить из-за<br>проблем с выбранным классом."""
ServerError06#0,"""Невозможно выполнить из-за<br>проблем с древом умений<br>выбранного основного класса."""
ServerError07#0,"""Невозможно выполнить из-за<br>проблем с древом умений<br>выбранного подкласса."""
ServerError08#0,"""Нельзя сменить класс, так как<br>вы взялись за квест."""
EquipError#0,"""По следующим причинам некоторые предметы не могут быть экипированы:"""
EquipError01#0,"""・Произошла неожиданная ошибка."""
EquipError02#0,"""・Вы не можете носить больше предметов."""
EquipError03#0,"""・Вы не отвечаете условиям экипировки."""
EquipError04#0,"""・Предмет не существует или находится на складе."""
EquipError05#0,"""・питомец не экипирован."""
MySetResult02#0,"""[$(0)] был загружен."""
MySetResult03#0,"""Изменён на [$(0)]."""
MySetResult04#0,"""[$(0)] был удалён."""
MySetResult05#0,"""[$(0)] был зарегистрирован."""
MySetResult06#0,"""[$(0)] был зарегистрирован."""
MySetResult07#0,"""[$(0)] был зарегистрирован."""
MySetResult08#0,"""Некоторые предметы не могут быть применены."""
MySetError01#0,"""Не удалось выполнить из-за проблемы."""
MySetError02#0,"""Не удалось выполнить из-за проблемы."""
