YesText#0,"""Si"""
text009#0,"""￥■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■<br><br>\u3000\u3000\u3000\u3000\u3000RAC0002:3<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000----<br><br>\u3000\u3000\u3000\u3000\u3000RAC0005:15<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000S/30<br><br>\u3000\u3000\u3000\u3000\u3000RAC0007:40<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000S/30<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000S/1<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000M/2<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000R/E<br><br>\u3000\u3000\u3000\u3000\u3000RAC0010:60<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000S/30<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000M/2<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000R/E<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000I/B<br><br>\u3000\u3000\u3000\u3000\u3000RAC0012:100<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000S/30<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000M/2<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000R/E<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000C/R9<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000L/40<br><br>\u3000\u3000\u3000\u3000\u3000RCA0013:2<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000S/30<br>\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000L/40"""
text010#0,"""￥■報告書<br>・セントラル周辺の地形について<br>前任者の報告から変化なし。<br><br>・気候について<br>セントラル中央、南部、共に前任者の報告から変化なし。<br><br>・セントラル内について<br>前回の報告から大きな出来事が起きてない為、変化なし。<br>平和な様子が見て取れる。各自鍛錬や開発、研究、探索などを行っている。<br><br>・要望のあった、直近の星渡りについての情報<br>一番降ってくるのが多いのが、エアリオタウンの近辺。<br>次にセントラル周辺の平原と、大瀑布の辺り。<br>逆に森の方に行くにつれて、星渡りの落ちてくるケースは少なくなっている。<br>他のリージョンはわからないです。これで満足？<br><br>・オレの待遇について<br>別に特別な待遇をしろって訳じゃないよ。<br>でも、オレも星渡りって言っても、星渡りだっていろんなタイプがあるでしょ？<br>戦闘、あんまやりたくないんだけどな……どうしても頼まれちまう。<br>なんとか避ける方法は……って、聞いても無駄なんだろうけどさ。<br><br>こちらと、あんまり目立たない様にしながら、細々とアークスやってく感じよ。<br>研究に必要な調査資料も、お達し通りに収集するさ。<br>ただ、いつまでもここに居るのはちょっとしんどいかもな、人が多くて……。<br><br>オレ、あんまり他人が得意じゃねえんだよ。なんでオレがこんな目に……。<br>この報告書、見てんだろ？\u3000恨むぜまったく。"""
text011#0,"""￥■報告書<br>・セントラル周辺の地形について<br>前任者の報告から変化なし。<br><br>・気候について<br>セントラル中央、南部、共に前任者の報告から変化なし。<br><br>・セントラル内について<br>前回の報告から大きな出来事が起きてない為、変化なし。<br>平和な様子が見て取れる。各自鍛錬や開発、研究、探索などを行っている。<br><br>・要望のあった、直近の星渡りについての情報<br>一番降ってくるのが多いのが、エアリオタウンの近辺。<br>次にセントラル周辺の平原と、大瀑布の辺り。<br>逆に森の方に行くにつれて、星渡りの落ちてくるケースは少なくなっている。<br>他のリージョンはわからないです。これで満足？<br><br>・オレの待遇について<br>別に特別な待遇をしろって訳じゃないよ。<br>でも、オレも星渡りって言っても、星渡りだっていろんなタイプがあるでしょ？<br>戦闘、あんまやりたくないんだけどな……どうしても頼まれちまう。<br>なんとか避ける方法は……って、聞いても無駄なんだろうけどさ。<br><br>こちらと、あんまり目立たない様にしながら、細々とアークスやってく感じよ。<br>研究に必要な調査資料も、お達し通りに収集するさ。<br>ただ、いつまでもここに居るのはちょっとしんどいかもな、人が多くて……。<br><br>オレ、あんまり他人が得意じゃねえんだよ。なんでオレがこんな目に……。<br>この報告書、見てんだろ？\u3000恨むぜまったく。"""
text012#0,"""￥■報告書<br>・セントラル周辺の地形について<br>前任者の報告から変化なし。<br><br>・気候について<br>セントラル中央、南部、共に前任者の報告から変化なし。<br><br>・セントラル内について<br>前回の報告から大きな出来事が起きてない為、変化なし。<br>平和な様子が見て取れる。各自鍛錬や開発、研究、探索などを行っている。<br><br>・要望のあった、直近の星渡りについての情報<br>一番降ってくるのが多いのが、エアリオタウンの近辺。<br>次にセントラル周辺の平原と、大瀑布の辺り。<br>逆に森の方に行くにつれて、星渡りの落ちてくるケースは少なくなっている。<br>他のリージョンはわからないです。これで満足？<br><br>・オレの待遇について<br>別に特別な待遇をしろって訳じゃないよ。<br>でも、オレも星渡りって言っても、星渡りだっていろんなタイプがあるでしょ？<br>戦闘、あんまやりたくないんだけどな……どうしても頼まれちまう。<br>なんとか避ける方法は……って、聞いても無駄なんだろうけどさ。<br><br>こちらと、あんまり目立たない様にしながら、細々とアークスやってく感じよ。<br>研究に必要な調査資料も、お達し通りに収集するさ。<br>ただ、いつまでもここに居るのはちょっとしんどいかもな、人が多くて……。<br><br>オレ、あんまり他人が得意じゃねえんだよ。なんでオレがこんな目に……。<br>この報告書、見てんだろ？\u3000恨むぜまったく。"""
Title_NearCharacter#0,"""Personajes cercanos"""
Sort_AllPlayer#0,"""Mostrar todos los jugadores"""
Sort_FriendOnly#0,"""Mostrar sólo amigos"""
Sort_TeamOnly#0,"""Mostrar sólo Alianza"""
Sort_FriendAndTeam#0,"""Mostrar amigos y Alianza"""
Sort_RecruitParty#0,"""Mostrar sólo reclutamiento de grupo"""
Title_PartyMakerTarget#0,"""Información sobre la contratación"""
Title_PartyInformation#0,"""Información del grupo"""
Notice_BattleTrigger01#0,"""¡El pedestal de las inmediaciones ha sido activado por otros Arks!"""
RMag_General#0,"""Regional Mag"""
RMag_ShipBoost#0,"""Mag Boost [Social]"""
RMag_PersonalBoost#0,"""Mag Boost [Self]"""
RMag_RegionMagBoost#1,"""Regional Mag Boost"""
RMag_Mampuku#0,"""Full Stomach Bonus"""
RMag_Event#0,"""Seasonal Bonus"""
RMag_Harapeko#0,"""Empty Stomach Bonus"""
RMag_Wishlist#0,"""Lista de deseos"""
RMag_Msg1#0,"""Seleccione un artículo para alimentar el Mag Regional . El artículo seleccionado se eliminará de su Inventario."""
RMag_Msg2#0,"""Alimentar con los siguientes artículos al Mag Regional.<br>¿Estás seguro?"""
RMag_Msg3#0,"""Alimentar con los siguientes artículos al Mag Regional.<br>¿Estás seguro?<br><br><yellow>※As a 'Social Mag Boost' is currently active,<br>\u3000the Regional Mag's energy will not increase.<c>"""
RMag_Msg4#0,"""Alimentar con los siguientes artículos al Mag Regional.<br>¿Estás seguro?<br><br><yellow>※As the 'Personal Mag Boost' is<br>\u3000still on cooldown,<br>the Regional Mag's energy will not increase.<c>"""
RMag_Msg5#0,"""No se puede alimentar.<br><br><yellow>※'Social Mag Boost' or 'Personal<br>Mag Boost' están activas o en enfriamiento.<c>"""
RMag_Msg6#0,"""La energía regional Mag ha aumentado."""
RMag_Msg7#0,"""El artículo(s) ha sido introducido en el Mag regional.<br><yellow>※Cuando el Mag está lleno, el<br>\u3000'Social Mag Boost' se activará.<c>"""
RMag_Msg8#0,"""El artículo(s) ha sido introducido en el Mag regional.<br><yellow>※Cuando el Mag está lleno, el<br>\u3000'Regional Mag Boost' se activará.<c>"""
RMag_PersonalLevel#0,"""Current Lv."""
RMag_PersonalMaxLevel#0,"""(MAX: Lv.$(0))"""
RMag_Max#0,"""<bright_orange>MAX<c>"""
RMag_Lv_Energy#0,"""Lv.$(0) $(1)"""
RMag_Msg9#0,"""Actualmente no puede acceder al Almacenamiento."""
RMag_Msg10#0,"""No se puede acceder a este almacenamiento desde el Mag  Regional."""
RMag_Msg11#0,"""El artículo(s) ha sido introducido en el Mag regional.<br><yellow>※Cuando el Mag está lleno, el<br>\u3000'Social Mag Boost' se activará.<c><br>※Cuando el Mag está lleno, el<br>\u3000'Regional Mag Boost' se activará.<c>"""
RMag_Msg12#0,"""Alimentando los siguientes materiales al Mag Regional.<br>¿Estás seguro?<br>※Como Link Boost está actualmente activo,<br>\u3000los puntos no contribuirán al próximo Link Boost."""
RMag_Msg13#0,"""Alimentando los siguientes materiales al Mag Regional.<br>¿Estás seguro?<br>※No se concederán puntos de impulso personal."""
RMag_Msg14#0,"""Seleccione el/los artículo(s) para alimentar el Mag Regional. Los artículos seleccionados se eliminarán de su inventario."""
RMag_Msg15#0,"""Como los puntos de 'Link Boost' y 'Personal Boost' están limitados, no aumentarán."""
RMag_SelectItem#0,"""Seleccionar elementos de material"""
RMag_ItemAndPoint#0,"""Materiales y puntos recibidos"""
RMag_UntilUpdate#0,"""Hasta la actualización"""
RMag_UntilEnd#0,"""[Hasta el final] """
RMag_UntilPoint#0,"""[Hasta la obtención de puntos]"""
RMag_AssignPointSum#0,"""Total de puntos otorgados"""
RMag_AssignItem#0,"""Material Item"""
RMag_AssignPoint#0,"""Puntos otorgados"""
RMag_ItemName#0,"""Nombre del objeto"""
RMag_Bonus#0,"""BONUS"""
RMag_AssignPointRate#0,"""Porcentaje de puntos: +$(0)%"""
RMag_Minerals#0,"""Minerales"""
RMag_Vegetables#0,"""Verduras"""
RMag_Fruits#0,"""Frutas"""
RMag_Shellfish#0,"""Marisco"""
RMag_Meat#0,"""Carnes"""
RMag_ControlGuide#0,"""Confirmar： <%Decide>\u3000\u3000Cancelar： <%Cancel>\u3000\u3000Panel de control： <%NextWidget>\u3000\u3000Ventana de cambio: <%ChangeCtrlWindowForward>"""
RMag_Percent#0,"""+$(0)%"""
RMag_Magnification#0,"""+$(0)"""
RMag_GiveNum#0,"""x$(0)"""
RMag_ItemAndNum#0,"""$(0) x$(1)"""
RMag_AttackBuff#0,"""Attack Power +$(0)%"""
RMag_QuestDropRareUp#0,"""Rare Drop Rate +$(0)%"""
RMag_ExpUp#0,"""Experience Rate +$(0)%"""
RMag_SeasonEnemyPopUp#0,"""シーズンエネミー出現率＋$(0)％"""
RMag_Time#0,"""$(0):$(1):$(2)"""
RMag_Hyphen#0,"""-"""
RMag_SocialGauge#0,"""$(0)%"""
RMag_BoostEffect1#1,"""Attack Power Up"""
RMag_BoostEffect2#1,"""EXP Up +$(0)%"""
RMag_BoostEffect3#1,"""Rare Drop Rare +$(0)%"""
RegionName111#0,"""Aerio"""
RegionName112#0,"""リテム"""
StampWindow_Title#0,"""Stamp Preview"""
StampWindow_Help01#0,"""<%Function> Playback Confirmation"""
StampWindow_Help02#0,"""<%NextTabDetails> Symbol Art"""
StampWindow_ControlHelp_GamesPad#0,"""Confirm: <%Decide> Back: <%Cancel> Playback: <%Function>"""
StampWindow_ControlHelp_KeyBoard#0,"""Confirm: <%Decide> Back: <%Cancel> Playback: [Tab]\u3000\u3000操作項目の移動：<%NextWidget>"""
StampWindow_Shop#0,"""This Stamp cannot be used.<br><br>You can purchase some<br>Stamps at the Shop.<br><br>Access the Shop?"""
Weather_Fine#0,"""Despejado"""
Weather_Cloudy#0,"""Nublado"""
Weather_Rain#0,"""Lluvioso"""
Weather_Storm#0,"""Tormenta eléctrica"""
Weather_Rainbow#0,"""Arcoíris"""
Weather_Heat#0,"""Ola de calor"""
Weather_Dust#0,"""Nube de polvo"""
Weather_Sandstorm#0,"""Tormenta de arena"""
Weather_Meteorshower#0,"""Lluvia de meteoritos"""
Personal_Guide_Set#0,"""Conjunto de guías personales"""
Personal_Guide_Set_2#0,"""Establecer una guía personal en el $(0)"""
Personal_Guide_Release#0,"""Guía personal eliminada"""
Personal_Guide_Release_2#0,"""Se ha eliminado la guía personal $(0)"""
Personal_Guide_Pin_Set#0,"""パーソナルガイドを設置しました。（このリージョンには、あと$(0)個設置可能です）"""
Personal_Guide_Pin_Set2#0,"""パーソナルガイドを設置しました。（このリージョンには、これ以上設置できません）"""
Personal_Guide_Pin_Error#0,"""このリージョンには、これ以上パーソナルガイドを設置できません。"""
Personal_Guide_Pin_Release#0,"""パーソナルガイドを撤去しました。（このリージョンには、あと$(0)個設置可能です）"""
Personal_Guide_Pin_Set_Failed#0,"""パーソナルガイドが設置できませんでした。"""
Personal_Guide_Pin_Release_Failed#0,"""パーソナルガイドが撤去できませんでした。"""
World_End_Message#0,"""Todavía no puedes ir por ahí."""
