YesText#0,"""Yes"""
Block_name_main#0,"""Block: $(0)"""
Block_Name_Platform_2#0,"""[Shared Cloud] """
Block_Name_Platform_3#0,"""[Cloud Only] """
Block_Name_Platform_4#0,"""[\""PS4\""専用]"""
Block_Name_Playstyle_0#0,"""Beginner Recommended"""
Block_Name_Playstyle_2#0,"""Photography Recommended"""
Block_Name_Playstyle_3#0,"""Socializing Focus"""
Shortcut_Word_Title#0,"""Shortcut Words"""
Shortcut_Word_Guide#0,"""発言を登録しておくとクイックメニューなどですぐに発言できます"""
Group_Chat_Title#0,"""Group Chat"""
Group_Chat_Guide#0,"""チャットグループの作成や招待されたグループへの参加ができます"""
Auto_Word_Title#0,"""Autowords"""
Auto_Word_Guide#0,"""自動的に発言するチャットを条件別に登録できます"""
Wait_Motion_Title#0,"""Idle Motion Settings"""
Wait_Motion_Guide#0,"""無入力時の待機モーションを変更できます"""
Stamp_Title#0,"""Stamp"""
Stamp_Guide#0,"""発言するスタンプを所持しているものの中から選べます"""
NPCList_Noone#0,"""There are no Characters"""
FloorName1#0,"""Central City"""
FloorName2#0,"""Command Room"""
FloorName3#0,"""Retem City"""
FloorName4#0,"""クヴァリスキャンプ"""
FloorName5#0,"""スティアキャンプ"""
NPC_PositionName1#0,"""$(1) $(0)"""
NPC_PositionName2#0,"""$(1)<br>$(0)"""
Party_Command_Title#0,"""Party Commands"""
Party_Command_Guide#0,"""パーティーの設定やメンバー確認ができます"""
Friends_List_Title#0,"""Friend List"""
Friends_List_Guide#0,"""フレンドになったプレイヤーのログイン状態を知れ、連絡しやすくなります"""
Team_Command_Title#0,"""Team Commands"""
Team_Command_Guide#0,"""チームの設定やメンバーのログイン状態を確認できます。"""
mail_Title#0,"""Mail"""
mail_Guide#0,"""運営やシステム、フレンドからのメールを確認できます。"""
Arks_Search_Title#0,"""ARKS Search"""
Arks_Search_Guide#0,"""キャラクターやプレイヤー、チームの名前検索をおこなえます"""
Communication_History_Title#0,"""Communication History"""
Communication_History_Guide#0,"""受け取ったグッジョブやパーティーを組んだプレイヤーを確認できます"""
Surrounding_Players_Title#0,"""Nearby Characters"""
Surrounding_Players_Guide#0,"""近くにいるキャラクターを選択して、パーティー招待などを送れます"""
SearchTab_Chara#0,"""Character"""
SearchTab_Guild#0,"""Team"""
SearchTab_Player#0,"""Player"""
Contents_Emergency_Trial#0,"""TRIAL"""
Contents_Emergency_Trial_Start#0,"""TRIAL START!!"""
Contents_Emergency_Trial_Clear#0,"""TRIAL CLEAR!!"""
Contents_Urgent Quests#0,"""EMERGENCY QUEST"""
Contents_Urgent Quests_Start#0,"""EMERGENCY QUEST START!!"""
Contents_Urgent Quests_Clear#0,"""EMERGENCY QUEST CLEAR!!"""
Contents_Cocoon#0,"""COCOON QUEST"""
Contents_Cocoon_Start#0,"""COCOON QUEST START!!"""
Contents_Cocoon_Clear#0,"""COCOON QUEST CLEAR!!"""
Contents_Tower#0,"""TOWER QUEST"""
Contents_Tower_Start#0,"""TOWER QUEST START!!"""
Contents_Tower_Clear#0,"""TOWER QUEST CLEAR!!"""
Contents_BattleTrigger#0,"""BATTLEDIA QUEST"""
Contents_BattleTrigger_Start#0,"""QUEST START!!"""
Contents_BattleTrigger_Clear#0,"""QUEST CLEAR!!"""
Contents_World_Trial#0,"""WORLD TRIAL"""
Contents_World_Trial_Start#0,"""WORLD TRIAL START!!"""
Contents_World_Trial_Clear#0,"""WORLD TRIAL CLEAR!!"""
Contents_Season_Quest#0,"""SEASON QUEST"""
Contents_Season_Quest_Start#0,"""SEASON QUEST START!!"""
Contents_Season_Quest_Clear#0,"""SEASON QUEST CLEAR!!"""
Contents_Emergency_Trial_Difficult_Start#0,"""CHAOS TRIAL START!!"""
Contents_Emergency_Trial_Difficult_Clear#0,"""CHAOS TRIAL CLEAR!!"""
Contents_Trinites_Start#0,"""TRINITES QUEST $(0)F START!!"""
Contents_Trinites_Clear#0,"""TRINITES QUEST CLEAR!!"""
Contents_Trinites_Floor_Clear#0,"""TRINITES QUEST $(0)F CLEAR!!"""
Contents_FieldRace_Start#0,"""FIELD RACE START!!"""
Contents_FieldRace_Clear#0,"""FIELD RACE CLEAR!!"""
Contents_Babel_Start#0,"""QUEST START!!"""
Contents_Babel_Clear#0,"""QUEST CLEAR!!"""
Contents_GrowUp_Start#0,"""QUEST START!!"""
Contents_GrowUp_Clear#0,"""QUEST CLEAR!!"""
Contents_Cityship_Start#0,"""QUEST START!!"""
Contents_Cityship_Clear#0,"""QUEST CLEAR!!"""
EquipTitle#0,"""Equipment Menu"""
Title_WeaponPallet#0,"""Weapon Palette"""
Title_UnitPallet#0,"""Armor Palette"""
Menu_Weapon#0,"""Weapons"""
Menu_Unit#0,"""Armor"""
Menu_Fashion#0,"""Fashion"""
Menu_Other#0,"""Other"""
Menu_Close#0,"""Close"""
Menu_WeaponAvatar#0,"""Weapon Camos"""
WeaponAvatar_NoEquip#0,"""Unequipped"""
Weapon_Label1#0,"""Weapon"""
Weapon_Label2#0,"""Front"""
Weapon_Label3#0,"""Back"""
Unit_Label1#0,"""Slot 1"""
Unit_Label2#0,"""Slot 2"""
Unit_Label3#0,"""Slot 3"""
11100#0,"""Central City """
11101#0,"""Central Aelio """
11102#0,"""Western Aelio """
11103#0,"""Lake Halphiria """
11104#0,"""Vanford Laboratory Ruins """
11105#0,"""Mt. Magnus """
11106#0,"""Southern Aelio """
11109#0,"""Northern Aelio """
11111#0,"""Resol Forest """
11199#0,"""進入禁止エリア（ここに入れたらバグです）"""
11200#0,"""Retem City """
11201#0,"""Western Retem """
11202#0,"""Northern Retem """
11203#0,"""Central Retem """
11204#0,"""Southern Retem """
11205#0,"""Retem El-Nossa """
11206#0,"""Lower Maqaad """
11207#0,"""Luf Maqaad """
11208#0,"""リージョン2-11208ダミーテキスト"""
11209#0,"""リージョン2-11209ダミーテキスト"""
11210#0,"""リージョン2-11210ダミーテキスト"""
11211#0,"""リージョン2-11211ダミーテキスト"""
11212#0,"""リージョン2-11212ダミーテキスト"""
11213#0,"""リージョン2-11213ダミーテキスト"""
11300#0,"""クヴァリスキャンプ"""
11301#0,"""北クヴァリス"""
11302#0,"""西クヴァリス"""
11303#0,"""中央クヴァリス"""
11304#0,"""南クヴァリス"""
11305#0,"""ベルガナ遺跡"""
11306#0,"""ロストセントラル"""
11307#0,"""レイヨルド峡江"""
11308#0,"""リージョン3-11308ダミーテキスト"""
11309#0,"""リージョン3-11309ダミーテキスト"""
11310#0,"""リージョン3-11310ダミーテキスト"""
11311#0,"""リージョン3-11311ダミーテキスト"""
11312#0,"""リージョン3-11312ダミーテキスト"""
11313#0,"""リージョン3-11313ダミーテキスト"""
11400#0,"""スティアキャンプ"""
11401#0,"""スティア外縁部"""
11402#0,"""ドライゼンプラント"""
11403#0,"""メディオラ外郭第２区"""
11404#0,"""デクストベース"""
11405#0,"""メディオラ外郭第１区"""
11406#0,"""ハルファ・メディオラ"""
11407#0,"""リージョン4-11407ダミーテキスト"""
11408#0,"""リージョン4-11408ダミーテキスト"""
11409#0,"""リージョン4-11409ダミーテキスト"""
11410#0,"""リージョン4-11410ダミーテキスト"""
11411#0,"""リージョン4-11411ダミーテキスト"""
11412#0,"""リージョン4-11412ダミーテキスト"""
11413#0,"""リージョン4-11413ダミーテキスト"""
11420#0,"""ネームレスシティ"""
HelpMenuTitle#0,"""Help Menu"""
HelpMenuHelp#0,"""Here, you can get help and useful information"""
HelpMenu_GamesGuide#0,"""Help"""
HelpMenu_UsefulInformation#0,"""Useful Information"""
HelpMenu_Close#0,"""Close"""
HelpMenuTitle#1,"""Help Menu"""
HelpMenu_GamesGuide#1,"""Game Guide"""
HelpMenu_UsefulInformation#1,"""Useful Information"""
HelpMenu_Close#1,"""Close"""
LocalQuestCounter_Access1#0,"""Press & hold to launch the Quest Menu"""
LocalQuestCounter_Access2#0,"""Accept"""
LocalQuestCounter_WindowTitle1#0,"""Available Quests in the Section"""
LocalQuestCounter_WindowTitle2#0,"""$(0):$(1) until available"""
LocalQuestCounter_WindowTitle3#0,"""<red>You do not meet the requirements<c>"""
LocalQuestCounter_WindowTitle4#0,"""Available Quests"""
LocalQuestCounter_QuestName#0,""" $(0)"""
LocalQuestCounter_QuestOrder#0,""" Recommended Power Level: $(0)~"""
LocalQuestCounter_QuestReturn#0,"""Press & hold to return to base"""
LocalQuestCounter_QuestReturn_menber#0,"""Press & hold to return to base"""
LocalQuestCounter_QuestReturn_BattleTrigger#0,"""Press and hold to return to the Trigger Portal"""
LocalQuestCounter_QuestReturn_BattleTrigger_member#0,"""Press and hold to return to the Trigger Portal"""
LocalQuestCounter_CountDown#0,"""Starting in $(0):$(1).$(2)"""
LocalQuestCounter_Quest_Accept_NG#0,"""<red>Clear limit max, cannot continue.<c>"""
Title#15,"""Mag"""
Explanation1#0,"""Show or Hide the Mag. Can configure how it's displayed."""
Menu_MagTitle#0,"""Mag"""
Menu_Mag#0,"""Mag Settings"""
Menu_Field#0,"""世界の秘密"""
Mag_ListTitle#0,"""Mag"""
Mag_SubTitle1#0,"""Mag Display Settings"""
Mag_InfoTitle#0,"""Mag Information"""
Mag_SubTitle2#0,"""Selected Form"""
Mag_SubTitle3#0,"""Applicable Forms"""
Mag_SubTitle4#0,"""Mag Form Settings"""
Mag_SubTitle5#0,"""BGM設定"""
Mag_ShowType0#0,"""Show"""
Mag_ShowType1#0,"""Hide"""
Mag_ModelSort1#0,"""Standard Sort"""
Mag_ModelSort2#0,"""Favorites"""
Mag_ModelSort3#0,"""By Name"""
Mag_NoEquip#0,"""No equipped Form"""
Mag_MenuPopup1#0,"""Select Form"""
Mag_MenuPopup2#0,"""Add to Favorites"""
Mag_MenuPopup3#0,"""Remove from Favorites"""
Mag_ListMenu1#0,"""Change Mag Form"""
Mag_ListMenu2#0,"""Register New Form"""
Mag_DeviceSelectTitle#0,"""Option List"""
Mag_DeviceMessage1#0,"""Do you want to use $(0) to register a new Form?"""
Mag_DeviceMessage2#0,"""Would you like to apply the registered Form immediately?"""
UseDeviceMsg#0,"""$(0) was registered."""
Mag_ListMenu3#0,"""Mag Color Settings"""
Mag_DefaultColorCheck#0,"""Use Form Default Color"""
Mag_Color1#0,"""Color 1"""
Mag_Color2#0,"""Color 2"""
Mag_Color2_Unsupported#0,"""Color 2\u3000<yellow>※Unsupported<c>"""
Mag_ColorInfo_UnsupportedForm#0,"""This Mag Form cannot be colored."""
Mag_ColorInfo1#0,"""Sync With Costume"""
Mag_ColorInfo2#0,"""Use Default Color"""
Mag_Color_EsthePalette#0,"""Select from Salon Colors"""
Mag_Color_ColorPalette#0,"""Select from Color Palette"""
Mag_Color_Unselected#0,"""Not Selected"""
Mag_ColorChangeError#0,"""No changes were made.<br>The \""N-Mag Color Change Device\"" was not used."""
Mag_ColorChangeTitle#0,"""Mag Color Change"""
Mag_ColorChangeMessage#0,"""“N-マグカラー変更デバイス”を使用して、<br>マグの色を変更します。<br>よろしいですか？<br><br><yellow>※変更したカラー設定は、<br>\u3000すべてのマグフォルムに適用されます。<c>"""
Mag_ColorSyncMessage#0,"""“N-マグカラー同調デバイス”を使用して、<br>マグの色をコスチュームに同調させます。<br>よろしいですか？<br><br><yellow>※変更したカラー設定は、<br>\u3000すべてのマグフォルムに適用されます。<c>"""
Mag_ColorSyncError#0,"""このフォルムは<br>すでにコスチュームの色と同期済みです。"""
Mag_ColorDeviceError#0,"""このフォルムはカラー変更非対応のため<br>デバイスを使用できません。"""
Mag_ListLabel#0,"""<%NextTabDetails><yellow>Add/Remove Favorites<c>"""
MagCategoryTab_99#0,"""0. Favorites"""
MagCategoryTab_0#0,"""1. Show All"""
Mag_Favorite_Add#0,"""Add to Favorites"""
Mag_Favorite_Delete#0,"""Remove from Favorites"""
Mag_Favorite_Up#0,"""Move up a level"""
Mag_Favorite_Down#0,"""Move down a level"""
Mag_Favorite_Top#0,"""Move to top"""
Mag_Favorite_Bottom#0,"""Move to bottom"""
Mag_Favorite_Add_Msg#0,"""The Form \""$(0)\"" was added to your Favorites. ($(1)/$(2))"""
Mag_Favorite_Add_ErrorMsg#0,"""Could not add to Favorites as your Favorites list has reached its maximum limit. ($(0)/$(1))"""
Mag_Favorite_Delete_Msg#0,"""The Form \""$(0)\"" was removed from your Favorites. ($(1)/$(2))"""
Mag_Search_Support#0,"""Sonar Support Settings"""
Mag_Search_Button#0,"""Active Sonar Settings"""
Mag_Search_Title#0,"""Active Sonar Settings"""
Mag_Search_Ore#0,"""Ores"""
Mag_Search_Meet#0,"""Tames"""
Mag_Search_Vegetable#0,"""Vegetables"""
Mag_Search_Fruit#0,"""Fruits"""
Mag_Search_Seafood#0,"""Seafood"""
Mag_Search_Greencontainer#0,"""Green Containers"""
Mag_Search_Goldcontainer#0,"""Gold Containers"""
Mag_Search_Redcontainer#0,"""Red Containers"""
Mag_Search_Others#0,"""Vendor Items"""
Mag_Search_Pot#0,"""ダズルポッド"""
Mag_Search_Ibox#0,"""インビジブルボックス"""
Mag_Search_Stella#0,"""ステラーグレイス"""
Mag_Search_Msymbol#0,"""ミスチーフシンボル"""
Mag_Jukebox_Menu_001#0,"""Mag Jukebox"""
Mag_Jukebox_Menu_002#0,"""BGM Settings"""
Mag_Jukebox_Menu_003#0,"""BGM Settings"""
Mag_Jukebox_Menu_004#0,"""Register"""
Mag_Jukebox_Menu_005#0,"""Playback"""
Mag_Jukebox_Menu_006#0,"""プレイリスト作成"""
Mag_Jukebox_Register_001#0,"""Selection List"""
Mag_Jukebox_Register_002#0,"""<%Function><pict 4space>Preview<c>"""
Mag_Jukebox_Register_003#0,"""<%Function><pict 4space>Change Tune.<c>"""
Mag_Jukebox_Register_004#0,"""<%Function><pict 4space><gray>Cannot change the tune.<c>"""
Mag_Jukebox_Register_005#0,"""Register Music Disc"""
Mag_Jukebox_Register_006#0,"""Register the disc<br>\""$(0)\""?"""
Mag_Jukebox_Register_007#0,"""The disc \""$(0)\"" has been registered."""
Mag_Jukebox_Register_008#0,"""The disc \""$(0)\"" <red>could not be registered.<c>"""
Mag_Jukebox_Register_009#0,"""Confirm Registration"""
Mag_Jukebox_Register_010#0,"""Playback \""$(0)\""?"""
Mag_Jukebox_Register_011#0,"""Close"""
Mag_Jukebox_Register_012#0,"""Yes"""
Mag_Jukebox_Register_013#0,"""No"""
Mag_Jukebox_Register_014#0,"""“$(0)”を再生するには<br><yellow>『PSO2』の追加ダウンロード<c>が必要です。<br><br><yellow>追加ダウンロード<c>をせずに、登録をしますか？<br><br>※ダウンロード方法は、公式ホームページより<br>\u3000“機能”の項目をご確認ください。<br>\u3000https://pso2.jp/players/manual/gamestart/start/launcher/"""
Mag_Jukebox_Register_014_PS4#0,"""“$(0)”を再生するには<br><yellow>『PSO2』の追加ダウンロード<c>が必要です。<br><br><yellow>追加ダウンロード<c>をせずに、登録をしますか？<br><br>※ダウンロード方法は、公式ホームページより<br>\u3000ご確認ください。<br>\u3000https://pso2.jp/players/manual/setup/ps4/"""
Mag_Jukebox_Register_015#0,"""Selected disc can only be played in NGS blocks."""
Mag_Jukebox_Register_016#0,"""<gray>Unable to preview.<br>※Additional download required.<c>"""
Mag_Jukebox_Register_017#0,"""<gray>Unable to preview.<br>※A higher priority BGM is playing.<c>"""
Mag_Jukebox_Play_001#0,"""Selection List"""
Mag_Jukebox_Play_002#0,"""1. All"""
Mag_Jukebox_Play_003#0,"""2. New Genesis Series"""
Mag_Jukebox_Play_004#0,"""3. PSO Series"""
Mag_Jukebox_Play_005#0,"""4. Phantasy Star Series"""
Mag_Jukebox_Play_006#0,"""5. Sega Collaborations"""
Mag_Jukebox_Play_007#0,"""6. Collaborations"""
Mag_Jukebox_Play_008#0,"""7.プレイリスト"""
Mag_Jukebox_Play_010#0,"""Stop Playback"""
Mag_Jukebox_Play_011#0,"""Change Tune"""
Mag_Jukebox_Play_012#0,"""再生"""
Mag_Jukebox_Play_013#0,"""開始位置"""
Mag_Jukebox_Play_014#0,"""終了位置"""
Mag_Jukebox_Play_015#0,"""15秒進む"""
Mag_Jukebox_Play_016#0,"""15秒戻る"""
Mag_Jukebox_Play_018#0,"""“$(0)”を再生するには<br><yellow>『PSO2』の追加ダウンロード<c>が必要です。<br><br>※ダウンロード方法は、公式ホームページより<br>\u3000“機能”の項目をご確認ください。<br>\u3000https://pso2.jp/players/manual/gamestart/start/launcher/"""
Mag_Jukebox_Play_018_PS4#0,"""“$(0)”を再生するには<br><yellow>『PSO2』の追加ダウンロード<c>が必要です。<br><br>※ダウンロード方法は、公式ホームページより<br>\u3000ご確認ください。<br>\u3000https://pso2.jp/players/manual/setup/ps4/"""
Mag_Jukebox_Play_019#0,"""Selected disc can only be played in NGS blocks."""
Mag_Jukebox_Play_020#0,"""イベントシーンなどでは、<br>ゲーム内のBGMが優先して再生されます。<br><br>これらのBGMの再生中は、<br>マグジュークボックスで設定したBGMを<br>再生することができません。"""
Mag_Jukebox_Play_022#0,"""$(0)"""
Mag_Jukebox_Play_023#0,"""$(0), $(1)"""
Mag_Jukebox_Play_024#0,"""<yellow>$(0)<c>"""
Mag_Jukebox_Play_025#0,"""<yellow>$(0), $(1)<c>"""
Mag_Jukebox_Play_026#0,"""Undefined"""
Mag_Jukebox_Play_027#0,"""<yellow>Undefined<c>"""
Mag_Jukebox_Play_028#0,"""Cannot start BGM playback as a BGM with a higher priority is already playing."""
Mag_Jukebox_Play_029#0,"""<%Function><pict 4space>でプレビューする。<c><br><yellow>※再生位置を調整できます。<c><br><gray>※曲調は変更できません。<c>"""
Mag_Jukebox_Play_030#0,"""<%Function><pict 4space>でプレビューする。<c><br><yellow>※曲調を変更できます。<c><br><gray>※再生位置は調整できません。<c>"""
Mag_Jukebox_Play_031#0,"""再生中"""
Mag_Jukebox_Play_032#0,"""※優先度の高いBGMがあるため再生停止中"""
Mag_Jukebox_Play_033#0,"""--:-- / --:--"""
Mag_Jukebox_Play_034#0,"""$(2):$(3) / $(0):$(1)"""
Mag_Jukebox_Play_035#0,"""編集をキャンセルして戻ります。<br>よろしいですか？"""
Mag_Jukebox_Playlist_001#0,"""候補リスト"""
Mag_Jukebox_Playlist_002#0,"""$(0)<pict 4space>プレイリスト"""
Mag_Jukebox_Playlist_003#0,"""$(0)<pict 4space>プレイリスト<pict 4space><pict Arcscash>"""
Mag_Jukebox_Playlist_004#0,"""$(1),$(0)"""
Mag_Jukebox_Playlist_005#0,"""プレイリストの編集を、キャンセルしますか？"""
Mag_Jukebox_Playlist_006#0,"""リピート再生回数"""
Mag_Jukebox_Playlist_007#0,"""プレイリストに追加"""
Mag_Jukebox_Playlist_008#0,"""項目を編集"""
Mag_Jukebox_Playlist_009#0,"""並び替え"""
Mag_Jukebox_Playlist_010#0,"""項目から削除"""
