BlockForm_Title#0,"""ย้าย Block"""
Substitute_Idle_382#0,"""思案3"""
Substitute_Idle_383#0,"""モデル立ち7"""
Substitute_Idle_384#0,"""ハートポーズ2"""
Substitute_Idle_385#0,"""顎をなでる"""
Substitute_Idle_386#0,"""抜剣"""
Substitute_Idle_387#0,"""口元に手を当てる"""
Substitute_Idle_388#0,"""抜剣EX"""
Substitute_Idle_389#0,"""にゃんたしーすたー"""
Substitute_Idle_390#0,"""にゃんたしーすたー2"""
Substitute_Idle_391#0,"""かわいくジャンプ"""
Substitute_Idle_392#0,"""扇子"""
Substitute_Idle_393#0,"""おねだり2"""
Substitute_Idle_394#0,"""高飛車"""
Substitute_Idle_395#0,"""スターライトディーヴァ"""
Substitute_Idle_396#0,"""ツインスターディーヴァ"""
Substitute_Idle_397#0,"""コズミックディーヴァ"""
Substitute_Jump_0#0,"""Standard"""
Substitute_Jump_1#0,"""Simple"""
Substitute_Jump_2#0,"""Simple 2"""
Substitute_Jump_3#0,"""Frontflip"""
Substitute_Jump_4#0,"""Arched Back"""
Substitute_Jump_5#0,"""Arms Spread"""
Substitute_Jump_6#0,"""Heavyweight"""
Substitute_Jump_7#0,"""Knee Up"""
Substitute_Jump_8#0,"""Knock Knees"""
Substitute_Jump_9#0,"""Comical"""
Substitute_Jump_10#0,"""Letter Y"""
Substitute_Jump_11#0,"""Rapid Spin"""
Substitute_Jump_12#0,"""Stylish"""
Substitute_Jump_13#0,"""Arms Raised"""
Substitute_Jump_14#0,"""Cutesy"""
Substitute_Jump_15#0,"""Leap"""
Substitute_Jump_16#0,"""Twist"""
Substitute_Jump_17#0,"""Light"""
Substitute_Jump_18#0,"""Arms Raised 2"""
Substitute_Jump_19#0,"""Crossed Arms Float"""
Substitute_Jump_21#0,"""Uncle Spell"""
Substitute_Jump_22#0,"""Jiangshi"""
Substitute_Jump_24#0,"""Vertical Float"""
Substitute_Jump_25#0,"""Gyro Runner"""
Substitute_Jump_26#0,"""Superhero"""
Substitute_Jump_27#0,"""Shinobi"""
Substitute_Jump_28#0,"""Shadow"""
Substitute_Jump_29#0,"""エアドライブ"""
Substitute_Jump_30#0,"""美麗"""
Substitute_Jump_31#0,"""ガード"""
Substitute_Jump_32#0,"""トロッコ"""
Substitute_Jump_33#0,"""ドゥームウィング"""
Substitute_Jump_34#0,"""シノビ2"""
Substitute_Jump_35#0,"""ラッピーうきわに乗る"""
Substitute_Jump_36#0,"""マジェスティウィング"""
Substitute_Jump_37#0,"""ユミア"""
Substitute_Landing_0#0,"""Standard"""
Substitute_Landing_1#0,"""Simple"""
Substitute_Landing_2#0,"""Simple 2"""
Substitute_Landing_3#0,"""Three-Point Landing"""
Substitute_Landing_4#0,"""Hand Propped"""
Substitute_Landing_5#0,"""Gently"""
Substitute_Landing_6#0,"""Heavyweight 2"""
Substitute_Landing_8#0,"""Artistic Gymnastics"""
Substitute_Landing_9#0,"""Heavyweight"""
Substitute_Landing_10#0,"""Oops"""
Substitute_Landing_11#0,"""Knock Knees"""
Substitute_Landing_13#0,"""Stylish"""
Substitute_Landing_14#0,"""Frozen"""
Substitute_Landing_15#0,"""Whirlwind"""
Substitute_Landing_16#0,"""Crossed Arms Float"""
Substitute_Landing_17#0,"""Blazing"""
Substitute_Landing_18#0,"""Frozen/B"""
Substitute_Landing_19#0,"""Dark Spirit"""
Substitute_Landing_20#0,"""Magic Circle"""
Substitute_Landing_21#0,"""Misstep"""
Substitute_Landing_22#0,"""Eek"""
Substitute_Landing_23#0,"""Petals"""
Substitute_Landing_24#0,"""Whirlwind/B"""
Substitute_Landing_31#0,"""Jiangshi"""
Substitute_Landing_33#0,"""Gyro Runner"""
Substitute_Landing_34#0,"""Three-Point Landing Rev"""
Substitute_Landing_35#0,"""花びら/B"""
Substitute_Landing_36#0,"""フローズン/C"""
Substitute_Landing_37#0,"""火炎/B"""
Substitute_Landing_38#0,"""ドゥームウィング"""
Substitute_Landing_39#0,"""あわわRev"""
Substitute_Landing_40#0,"""魔法陣/B"""
Substitute_Landing_41#0,"""マジェスティウィング"""
Substitute_Landing_42#0,"""ユミア"""
Substitute_Landing_43#0,"""闇魂/B"""
Substitute_Move_0#0,"""Standard"""
Substitute_Move_1#0,"""Simple"""
Substitute_Move_2#0,"""Simple 2"""
Substitute_Move_3#0,"""Hover"""
Substitute_Move_4#0,"""Whimsical"""
Substitute_Move_5#0,"""Ninja 2"""
Substitute_Move_6#0,"""Skate"""
Substitute_Move_7#0,"""Animal"""
Substitute_Move_8#0,"""Arms Spread"""
Substitute_Move_9#0,"""Simple Minded"""
Substitute_Move_10#0,"""Heavyweight"""
Substitute_Move_11#0,"""Hover 2"""
Substitute_Move_12#0,"""Skip"""
Substitute_Move_13#0,"""Ninja"""
Substitute_Move_14#0,"""Cheerful"""
Substitute_Move_15#0,"""Jogging"""
Substitute_Move_16#0,"""Light"""
Substitute_Move_17#0,"""Hold Umbrella"""
Substitute_Move_18#0,"""Crossed Arms Float"""
Substitute_Move_19#0,"""Mount Broom"""
Substitute_Move_20#0,"""Lively"""
Substitute_Move_22#0,"""Light Wings"""
Substitute_Move_23#0,"""Ride Drone"""
Substitute_Move_24#0,"""Elegant"""
Substitute_Move_25#0,"""￥タチコマ"""
Substitute_Move_26#0,"""Leg Wheels"""
Substitute_Move_27#0,"""￥星に乗る"""
Substitute_Move_29#0,"""Farfalla"""
Substitute_Move_30#0,"""Fan Service"""
Substitute_Move_31#0,"""Fan Service EX"""
Substitute_Move_32#0,"""Zombie"""
Substitute_Move_33#0,"""Zombie EX"""
Substitute_Move_34#0,"""Jiangshi"""
Substitute_Move_35#0,"""Animal 2"""
Substitute_Move_36#0,"""Animal 2 EX"""
Substitute_Move_37#0,"""Vertical Float"""
Substitute_Move_38#0,"""Hiten Mitsurugi-ryu"""
Substitute_Move_39#0,"""Gyro Runner"""
Substitute_Move_40#0,"""Pretend Train"""
Substitute_Move_41#0,"""Mount Broom Rev"""
Substitute_Move_42#0,"""Survival Game"""
Substitute_Move_43#0,"""Hold Bouquet"""
Substitute_Move_44#0,"""Hold Bouquet EX"""
Substitute_Move_45#0,"""Twirl"""
Substitute_Move_46#0,"""Lancelot"""
Substitute_Move_47#0,"""Piercing"""
Substitute_Move_49#0,"""和装フォーム"""
Substitute_Move_50#0,"""Gunslinger"""
Substitute_Move_51#0,"""Spellcasting"""
Substitute_Move_52#0,"""Handy Propeller"""
Substitute_Move_53#0,"""Hover 2/B"""
Substitute_Move_54#0,"""ランサー"""
Substitute_Move_55#0,"""巨人"""
Substitute_Move_56#0,"""巨人EX"""
Substitute_Move_57#0,"""エアドライブ"""
Substitute_Move_58#0,"""Dark Soldier"""
Substitute_Move_59#0,"""Holiday Sleigh"""
Substitute_Move_60#0,"""Iron Club"""
Substitute_Move_61#0,"""John's Pen"""
Substitute_Move_62#0,"""Snow Tube"""
Substitute_Move_63#0,"""Mecha Wings"""
Substitute_Move_64#0,"""クッション"""
Substitute_Move_65#0,"""美麗"""
Substitute_Move_66#0,"""ガード"""
Substitute_Move_67#0,"""トロッコ"""
Substitute_Move_68#0,"""リフェルの長杖"""
Substitute_Move_69#0,"""ドゥームウィング"""
Substitute_Move_70#0,"""シノビ2"""
Substitute_Move_71#0,"""直線飛行"""
Substitute_Move_72#0,"""ラッピーうきわに乗る"""
Substitute_Move_73#0,"""ガンスリンガー/B"""
Substitute_Move_74#0,"""光翼/B"""
Substitute_Move_75#0,"""スキップ2"""
Substitute_Move_76#0,"""スキップ2EX"""
Substitute_Move_77#0,"""マジェスティウィング"""
Substitute_Move_78#0,"""マジェスティウィングEX"""
Substitute_Move_79#0,"""羽扇"""
Substitute_Move_80#0,"""小悪魔"""
Substitute_Move_81#0,"""ヴィラン"""
Substitute_Move_82#0,"""獣3"""
Substitute_Move_83#0,"""トランクケース"""
Substitute_Move_84#0,"""トナカイ"""
Substitute_Move_85#0,"""ウマグルミに乗る"""
Substitute_Move_86#0,"""大剣"""
Substitute_Move_87#0,"""シンプルかわいい"""
Substitute_Move_88#0,"""ホールスタッフ"""
Substitute_Move_89#0,"""モノホイール"""
Substitute_Move_90#0,"""長杖"""
Substitute_Move_91#0,"""優雅な佇まい"""
Substitute_Move_92#0,"""抜剣"""
Substitute_Move_93#0,"""ブーケを持つ/B"""
Substitute_Move_94#0,"""高飛車"""
Substitute_Sprint_0#0,"""Standard"""
Substitute_Sprint_1#0,"""Simple"""
Substitute_Sprint_2#0,"""Simple 2"""
Substitute_Sprint_3#0,"""Hover"""
Substitute_Sprint_5#0,"""Ninja"""
Substitute_Sprint_6#0,"""Skate"""
Substitute_Sprint_7#0,"""Animal"""
Substitute_Sprint_10#0,"""Air Swim"""
Substitute_Sprint_11#0,"""Zoom"""
Substitute_Sprint_13#0,"""Fairy"""
Substitute_Sprint_14#0,"""Hover Dash: 2"""
Substitute_Sprint_15#0,"""Skip"""
Substitute_Sprint_16#0,"""Airboard"""
Substitute_Sprint_17#0,"""Sonic"""
Substitute_Sprint_19#0,"""Snow Spray"""
Substitute_Sprint_20#0,"""Blazing"""
Substitute_Sprint_21#0,"""Snow Sled"""
Substitute_Sprint_27#0,"""Folded Arms"""
Substitute_Sprint_28#0,"""Hold Butt"""
Substitute_Sprint_29#0,"""Spread Wings"""
Substitute_Sprint_35#0,"""Electrified"""
Substitute_Sprint_37#0,"""Buoyant"""
Substitute_Sprint_38#0,"""Light"""
Substitute_Sprint_39#0,"""Air Slide"""
Substitute_Sprint_40#0,"""Standard/B"""
Substitute_Sprint_41#0,"""Fairy/B"""
Substitute_Sprint_42#0,"""Short Ski"""
Substitute_Sprint_43#0,"""Hold Umbrella"""
Substitute_Sprint_44#0,"""Working Robot"""
Substitute_Sprint_45#0,"""Long Stride"""
Substitute_Sprint_46#0,"""Standard/C"""
Substitute_Sprint_47#0,"""Hover/C"""
Substitute_Sprint_48#0,"""Hover/B"""
Substitute_Sprint_49#0,"""Chopper"""
Substitute_Sprint_50#0,"""Cloud Riding"""
Substitute_Sprint_51#0,"""Ninja/B"""
Substitute_Sprint_52#0,"""Fairy/C"""
Substitute_Sprint_54#0,"""Saber Destruction"""
Substitute_Sprint_55#0,"""Crossed Arms Float"""
Substitute_Sprint_56#0,"""Marlin Rider"""
Substitute_Sprint_57#0,"""Ninja/C"""
Substitute_Sprint_58#0,"""Skip/B"""
Substitute_Sprint_59#0,"""Mount Broom"""
Substitute_Sprint_60#0,"""Arcueid"""
Substitute_Sprint_62#0,"""Standard 2"""
Substitute_Sprint_63#0,"""Snow Sled/B"""
Substitute_Sprint_64#0,"""Animal/B"""
Substitute_Sprint_65#0,"""Dark Spirit"""
Substitute_Sprint_66#0,"""Propeller Engine"""
Substitute_Sprint_67#0,"""Wheel"""
Substitute_Sprint_68#0,"""Spread Wings/B"""
Substitute_Sprint_69#0,"""Skate/B"""
Substitute_Sprint_70#0,"""Marlin Rider EX"""
Substitute_Sprint_71#0,"""Crossed Arms Float EX"""
Substitute_Sprint_72#0,"""Blazing EX"""
Substitute_Sprint_73#0,"""Floating Skate"""
Substitute_Sprint_74#0,"""Shadow Swim"""
Substitute_Sprint_75#0,"""Cartwheel"""
Substitute_Sprint_76#0,"""Floating Skate EX"""
Substitute_Sprint_77#0,"""Holding Butt EX"""
Substitute_Sprint_78#0,"""Shadow Swim EX"""
Substitute_Sprint_79#0,"""Skip/C"""
Substitute_Sprint_80#0,"""Skate/C"""
Substitute_Sprint_81#0,"""Mount Broom EX"""
Substitute_Sprint_82#0,"""Propeller Engine EX"""
Substitute_Sprint_83#0,"""Wheel EX"""
Substitute_Sprint_84#0,"""Jetpack"""
Substitute_Sprint_85#0,"""Cartwheel EX"""
Substitute_Sprint_86#0,"""Jet Flame"""
Substitute_Sprint_87#0,"""Air Fighter"""
Substitute_Sprint_88#0,"""Flying Carpet"""
Substitute_Sprint_89#0,"""Bat"""
Substitute_Sprint_90#0,"""Sliding"""
Substitute_Sprint_91#0,"""Airboard/B"""
Substitute_Sprint_92#0,"""Spread Wings/C"""
Substitute_Sprint_93#0,"""Air Fighter EX"""
Substitute_Sprint_94#0,"""Flying Carpet EX"""
Substitute_Sprint_95#0,"""Bat EX"""
Substitute_Sprint_96#0,"""Sliding EX"""
Substitute_Sprint_97#0,"""Buoyant/B"""
Substitute_Sprint_98#0,"""Cartwheel Rev"""
Substitute_Sprint_99#0,"""Cartwheel EX Rev"""
Substitute_Sprint_100#0,"""Ride Drone"""
Substitute_Sprint_101#0,"""Short Ski/B"""
Substitute_Sprint_102#0,"""Light Wings"""
Substitute_Sprint_103#0,"""Slide Dash"""
Substitute_Sprint_104#0,"""Zoom/B"""
Substitute_Sprint_105#0,"""Air Swim EX"""
Substitute_Sprint_106#0,"""Light Wings EX"""
Substitute_Sprint_107#0,"""Ride Drone EX"""
Substitute_Sprint_108#0,"""Slide Dash EX"""
Substitute_Sprint_109#0,"""Dark Spirit EX"""
Substitute_Sprint_111#0,"""Tachikoma"""
Substitute_Sprint_112#0,"""Leg Wheels"""
Substitute_Sprint_113#0,"""Swaying"""
Substitute_Sprint_115#0,"""Leg Wheels EX"""
Substitute_Sprint_116#0,"""Swaying EX"""
Substitute_Sprint_117#0,"""Star Ride"""
Substitute_Sprint_118#0,"""Star Ride EX"""
Substitute_Sprint_119#0,"""Air Slide/B"""
Substitute_Sprint_120#0,"""Penguin"""
Substitute_Sprint_121#0,"""Penguin EX"""
Substitute_Sprint_122#0,"""Paper Plane"""
Substitute_Sprint_123#0,"""Paper Plane EX"""
Substitute_Sprint_124#0,"""Psychic Ball"""
Substitute_Sprint_125#0,"""Psychic Ball EX"""
Substitute_Sprint_126#0,"""Cloud Riding/B"""
Substitute_Sprint_127#0,"""Electrified/B"""
Substitute_Sprint_129#0,"""FA Girl Air Bike"""
Substitute_Sprint_130#0,"""Lovely"""
Substitute_Sprint_131#0,"""Lovely EX"""
Substitute_Sprint_132#0,"""Farfalla"""
Substitute_Sprint_133#0,"""Uncle Spell"""
Substitute_Sprint_134#0,"""Zombie"""
Substitute_Sprint_135#0,"""Working Robot/B"""
Substitute_Sprint_136#0,"""Chopper/B"""
Substitute_Sprint_137#0,"""Majestic Wings"""
Substitute_Sprint_138#0,"""Samurai"""
Substitute_Sprint_139#0,"""Samurai EX"""
Substitute_Sprint_140#0,"""Animal 2"""
Substitute_Sprint_141#0,"""Animal 2 EX"""
Substitute_Sprint_142#0,"""Ride Hawk"""
Substitute_Sprint_143#0,"""Vertical Float"""
Substitute_Sprint_144#0,"""Vertical Float EX"""
Substitute_Sprint_145#0,"""Hiten Mitsurugi-ryu"""
Substitute_Sprint_146#0,"""Propeller Engine/B"""
Substitute_Sprint_147#0,"""Gyro Runner"""
Substitute_Sprint_148#0,"""Gyro Runner EX"""
Substitute_Sprint_149#0,"""Pretend Train"""
Substitute_Sprint_150#0,"""Superhero"""
Substitute_Sprint_151#0,"""Superhero EX"""
Substitute_Sprint_152#0,"""Jetpack/B"""
Substitute_Sprint_153#0,"""Easter Egg"""
Substitute_Sprint_154#0,"""Easter Egg EX"""
Substitute_Sprint_155#0,"""Cherry Blossom"""
Substitute_Sprint_156#0,"""Shinobi"""
Substitute_Sprint_157#0,"""Shinobi EX"""
Substitute_Sprint_158#0,"""Paramotor"""
Substitute_Sprint_159#0,"""Paramotor EX"""
Substitute_Sprint_160#0,"""Buoyant/C"""
Substitute_Sprint_161#0,"""Dark Mage"""
Substitute_Sprint_162#0,"""Mount Broom Rev"""
Substitute_Sprint_163#0,"""Airboard Rev"""
Substitute_Sprint_164#0,"""Sliding/B"""
Substitute_Sprint_165#0,"""Survival Game"""
Substitute_Sprint_166#0,"""Survival Game EX"""
Substitute_Sprint_167#0,"""Twirl"""
Substitute_Sprint_168#0,"""Lancelot"""
Substitute_Sprint_169#0,"""Light Wings/B"""
Substitute_Sprint_170#0,"""Ghost"""
Substitute_Sprint_171#0,"""Ghost EX"""
Substitute_Sprint_172#0,"""Piercing"""
Substitute_Sprint_173#0,"""Piercing EX"""
Substitute_Sprint_174#0,"""Shadow"""
Substitute_Sprint_175#0,"""無重力"""
Substitute_Sprint_177#0,"""Gunslinger"""
Substitute_Sprint_178#0,"""Gunslinger EX"""
Substitute_Sprint_179#0,"""Spellcasting"""
Substitute_Sprint_180#0,"""Spellcasting EX"""
Substitute_Sprint_181#0,"""Handy Propeller"""
Substitute_Sprint_182#0,"""Handy Propeller EX"""
Substitute_Sprint_183#0,"""Hover 2/B"""
Substitute_Sprint_185#0,"""ランサー"""
Substitute_Sprint_186#0,"""ランサーEX"""
Substitute_Sprint_187#0,"""巨人"""
Substitute_Sprint_188#0,"""巨人EX"""
Substitute_Sprint_189#0,"""側転/B"""
Substitute_Sprint_190#0,"""エアドライブ"""
Substitute_Sprint_191#0,"""エアドライブEX"""
Substitute_Sprint_192#0,"""Long Stride/B"""
Substitute_Sprint_193#0,"""Dark Soldier"""
Substitute_Sprint_194#0,"""Dark Soldier EX"""
Substitute_Sprint_195#0,"""Holiday Sleigh"""
Substitute_Sprint_196#0,"""Holiday Sleigh EX"""
Substitute_Sprint_197#0,"""Iron Club"""
Substitute_Sprint_198#0,"""Iron Club EX"""
Substitute_Sprint_199#0,"""ファルファッラ/B"""
Substitute_Sprint_200#0,"""Accelerator"""
Substitute_Sprint_201#0,"""Snow Tube"""
Substitute_Sprint_202#0,"""Snow Tube EX"""
Substitute_Sprint_203#0,"""Mecha Wings"""
Substitute_Sprint_204#0,"""Mecha Wings EX"""
Substitute_Sprint_205#0,"""クッション"""
Substitute_Sprint_206#0,"""クッションEX"""
Substitute_Sprint_207#0,"""美麗"""
Substitute_Sprint_208#0,"""ガード"""
Substitute_Sprint_209#0,"""トロッコ"""
Substitute_Sprint_210#0,"""トロッコEX"""
Substitute_Sprint_211#0,"""リフェルの長杖"""
Substitute_Sprint_212#0,"""リムル=テンペストの翼"""
Substitute_Sprint_213#0,"""闇魂/B"""
Substitute_Sprint_214#0,"""ドローンに乗る/B"""
Substitute_Sprint_215#0,"""ドゥームウィング"""
Substitute_Sprint_216#0,"""シノビ2"""
Substitute_Sprint_217#0,"""シノビ2EX"""
Substitute_Sprint_218#0,"""直線飛行"""
Substitute_Sprint_219#0,"""直線飛行EX"""
Substitute_Sprint_220#0,"""ラッピーうきわに乗る"""
Substitute_Sprint_221#0,"""ラッピーうきわに乗るEX"""
Substitute_Sprint_222#0,"""ダークメイジRev"""
Substitute_Sprint_223#0,"""サムライ/B"""
Substitute_Sprint_224#0,"""ガンスリンガー/B"""
Substitute_Sprint_225#0,"""レッグホイール/B"""
Substitute_Sprint_226#0,"""博麗霊夢"""
Substitute_Sprint_227#0,"""霧雨魔理沙"""
Substitute_Sprint_228#0,"""スキップ2"""
Substitute_Sprint_229#0,"""スキップ2EX"""
Substitute_Sprint_230#0,"""マジェスティウィングEX"""
Substitute_Sprint_231#0,"""羽扇"""
Substitute_Sprint_232#0,"""帯電/C"""
Substitute_Sprint_233#0,"""小悪魔"""
Substitute_Sprint_234#0,"""小悪魔EX"""
Substitute_Sprint_235#0,"""ヴィラン"""
Substitute_Sprint_236#0,"""獣3"""
Substitute_Sprint_237#0,"""獣3EX"""
Substitute_Sprint_238#0,"""トランクケース"""
Substitute_Sprint_239#0,"""トランクケースEX"""
Substitute_Sprint_240#0,"""ダークメイジ/B"""
Substitute_Sprint_241#0,"""スノーチューブ/B"""
Substitute_Sprint_242#0,"""トナカイ"""
Substitute_Sprint_243#0,"""トナカイEX"""
Substitute_Sprint_244#0,"""ウマグルミに乗る"""
Substitute_Sprint_245#0,"""ウマグルミに乗るEX"""
Substitute_Sprint_246#0,"""大剣"""
Substitute_Sprint_247#0,"""シンプルかわいい"""
Substitute_Sprint_248#0,"""エアボード/C"""
Substitute_Sprint_249#0,"""ホールスタッフ"""
Substitute_Sprint_250#0,"""モノホイール"""
Substitute_Sprint_251#0,"""モノホイールEX"""
Substitute_Sprint_252#0,"""長杖"""
Substitute_Sprint_253#0,"""優雅な佇まい"""
Substitute_Sprint_254#0,"""抜剣"""
Substitute_Sprint_255#0,"""ハンディープロペラ/B"""
Substitute_Sprint_256#0,"""高飛車"""
Substitute_Glide_0#0,"""Standard"""
Substitute_Glide_1#0,"""Mini Glider"""
Substitute_Glide_2#0,"""Jetpack"""
Substitute_Glide_3#0,"""Jet Flame"""
Substitute_Glide_9#0,"""Light Wings"""
Substitute_Glide_11#0,"""Elegant"""
Substitute_Glide_14#0,"""Helicopter"""
Substitute_Glide_15#0,"""Aero Dance"""
Substitute_Glide_16#0,"""Dive"""
Substitute_Glide_17#0,"""Flying Kick"""
Substitute_Glide_18#0,"""Defensive Stance"""
Substitute_Glide_19#0,"""Knock Knees"""
Substitute_Glide_21#0,"""Airboard"""
Substitute_Glide_22#0,"""Rappy"""
Substitute_Glide_23#0,"""Tails"""
Substitute_Glide_26#0,"""Air Walk"""
Substitute_Glide_27#0,"""Mini Glider 2"""
Substitute_Glide_28#0,"""Snow Spray"""
Substitute_Glide_29#0,"""Blazing"""
Substitute_Glide_30#0,"""R. Mag Minimo"""
Substitute_Glide_32#0,"""Dive/B"""
Substitute_Glide_33#0,"""Air Fighter"""
Substitute_Glide_34#0,"""Cloud Riding"""
Substitute_Glide_35#0,"""Powerful"""
Substitute_Glide_36#0,"""Spread Wings"""
Substitute_Glide_38#0,"""Kite"""
Substitute_Glide_40#0,"""Electrified"""
Substitute_Glide_41#0,"""Buoyant"""
Substitute_Glide_42#0,"""Chopper"""
Substitute_Glide_43#0,"""Standard/B"""
Substitute_Glide_44#0,"""Short Ski"""
Substitute_Glide_45#0,"""Hold Umbrella"""
Substitute_Glide_46#0,"""Working Robot"""
Substitute_Glide_47#0,"""Standard/C"""
Substitute_Glide_48#0,"""Helicopter/B"""
Substitute_Glide_49#0,"""Dive/C"""
Substitute_Glide_50#0,"""Rappy/B"""
Substitute_Glide_51#0,"""Jet Flame/B"""
Substitute_Glide_53#0,"""Hatosuke"""
Substitute_Glide_54#0,"""Crossed Arms Float"""
Substitute_Glide_55#0,"""Marlin Rider"""
Substitute_Glide_56#0,"""Jet Flame/C"""
Substitute_Glide_57#0,"""Powerful/B"""
Substitute_Glide_58#0,"""Mount Broom"""
